State,County,Uninsured adults
GA,Ware County,0.257
GA,Warren County,0.261
GA,Warren County,0.239
GA,Washington County,0.262
GA,Washington County,0.242
GA,Wayne County,0.3
GA,Wayne County,0.273
GA,Webster County,0.292
GA,Webster County,0.255
GA,Wheeler County,0.281
GA,Wheeler County,0.271
GA,White County,0.281
GA,White County,0.254
GA,Whitfield County,0.353
GA,Whitfield County,0.332
GA,Wilcox County,0.285
GA,Wilcox County,0.256
GA,Wilkes County,0.26
GA,Wilkes County,0.25
GA,Wilkinson County,0.245
GA,Wilkinson County,0.238
GA,Worth County,0.285
GA,Worth County,0.291
HI,Hawaii County,0.126
HI,Hawaii County,0.12
HI,Honolulu County,0.087
HI,Honolulu County,0.084
HI,Kauai County,0.12
HI,Kauai County,0.101
HI,Maui County,0.115
HI,Maui County,0.111
IA,Adair County,0.125
IA,Adair County,0.117
IA,Adams County,0.151
IA,Adams County,0.147
IA,Allamakee County,0.196
IA,Allamakee County,0.17
IA,Appanoose County,0.152
IA,Appanoose County,0.146
IA,Audubon County,0.151
IA,Audubon County,0.147
IA,Benton County,0.113
IA,Benton County,0.101
IA,Black Hawk County,0.137
IA,Black Hawk County,0.125
IA,Boone County,0.117
IA,Boone County,0.11
IA,Bremer County,0.094
IA,Bremer County,0.087
IA,Buchanan County,0.127
IA,Buchanan County,0.119
IA,Buena Vista County,0.19
IA,Buena Vista County,0.212
IA,Butler County,0.126
IA,Butler County,0.115
IA,Calhoun County,0.131
IA,Calhoun County,0.121
IA,Carroll County,0.115
IA,Carroll County,0.108
IA,Cass County,0.142
IA,Cass County,0.125
IA,Cedar County,0.109
IA,Cedar County,0.099
IA,Cerro Gordo County,0.122
IA,Cerro Gordo County,0.116
IA,Cherokee County,0.124
IA,Cherokee County,0.119
IA,Chickasaw County,0.142
IA,Chickasaw County,0.133
IA,Clarke County,0.166
IA,Clarke County,0.171
IA,Clay County,0.137
IA,Clay County,0.122
IA,Clayton County,0.154
IA,Clayton County,0.137
IA,Clinton County,0.107
IA,Clinton County,0.105
IA,Crawford County,0.193
IA,Crawford County,0.209
IA,Dallas County,0.099
IA,Dallas County,0.092
IA,Davis County,0.209
IA,Davis County,0.211
IA,Decatur County,0.166
IA,Decatur County,0.165
IA,Delaware County,0.126
IA,Delaware County,0.118
IA,Des Moines County,0.122
IA,Des Moines County,0.114
IA,Dickinson County,0.117
IA,Dickinson County,0.107
IA,Dubuque County,0.114
IA,Dubuque County,0.097
IA,Emmet County,0.171
IA,Emmet County,0.156
IA,Fayette County,0.151
IA,Fayette County,0.133
IA,Floyd County,0.132
IA,Floyd County,0.128
IA,Franklin County,0.175
IA,Franklin County,0.171
IA,Fremont County,0.114
IA,Fremont County,0.113
IA,Greene County,0.126
IA,Greene County,0.128
IA,Grundy County,0.103
IA,Grundy County,0.097
IA,Guthrie County,0.127
IA,Guthrie County,0.122
IA,Hamilton County,0.138
IA,Hamilton County,0.126
IA,Hancock County,0.134
IA,Hancock County,0.122
IA,Hardin County,0.14
IA,Hardin County,0.125
IA,Harrison County,0.121
IA,Harrison County,0.12
IA,Henry County,0.146
IA,Henry County,0.139
IA,Howard County,0.149
IA,Howard County,0.146
IA,Humboldt County,0.135
IA,Humboldt County,0.127
IA,Ida County,0.13
IA,Ida County,0.12
IA,Iowa County,0.101
IA,Iowa County,0.093
IA,Jackson County,0.138
IA,Jackson County,0.134
IA,Jasper County,0.121
IA,Jasper County,0.115
IA,Jefferson County,0.171
IA,Jefferson County,0.15
IA,Johnson County,0.115
IA,Johnson County,0.111
IA,Jones County,0.125
IA,Jones County,0.113
IA,Keokuk County,0.142
IA,Keokuk County,0.133
IA,Kossuth County,0.121
IA,Kossuth County,0.112
IA,Lee County,0.141
IA,Lee County,0.123
IA,Linn County,0.108
IA,Linn County,0.107
IA,Louisa County,0.177
IA,Louisa County,0.166
IA,Lucas County,0.158
IA,Lucas County,0.158
IA,Lyon County,0.147
IA,Lyon County,0.138
IA,Madison County,0.115
IA,Madison County,0.108
IA,Mahaska County,0.13
IA,Mahaska County,0.12
IA,Marion County,0.1
IA,Marion County,0.102
IA,Marshall County,0.165
IA,Marshall County,0.148
IA,Mills County,0.11
IA,Mills County,0.105
IA,Mitchell County,0.134
IA,Mitchell County,0.124
IA,Monona County,0.144
IA,Monona County,0.141
IA,Monroe County,0.148
IA,Monroe County,0.152
IA,Montgomery County,0.131
IA,Montgomery County,0.136
IA,Muscatine County,0.148
IA,Muscatine County,0.144
IA,O'Brien County,0.139
IA,O'Brien County,0.13
IA,Osceola County,0.158
IA,Osceola County,0.144
IA,Page County,0.127
IA,Page County,0.125
IA,Palo Alto County,0.136
IA,Palo Alto County,0.115
IA,Plymouth County,0.11
IA,Plymouth County,0.101
IA,Pocahontas County,0.13
IA,Pocahontas County,0.119
IA,Polk County,0.117
IA,Polk County,0.116
IA,Pottawattamie County,0.145
IA,Pottawattamie County,0.137
IA,Poweshiek County,0.113
IA,Poweshiek County,0.109
IA,Ringgold County,0.164
IA,Ringgold County,0.173
IA,Sac County,0.143
IA,Sac County,0.135
IA,Scott County,0.128
IA,Scott County,0.122
IA,Shelby County,0.118
IA,Shelby County,0.113
IA,Sioux County,0.151
IA,Sioux County,0.15
IA,Story County,0.114
IA,Story County,0.106
IA,Tama County,0.167
IA,Tama County,0.163
IA,Taylor County,0.161
IA,Taylor County,0.161
IA,Union County,0.14
IA,Union County,0.139
IA,Van Buren County,0.152
IA,Van Buren County,0.163
IA,Wapello County,0.154
IA,Wapello County,0.149
IA,Warren County,0.097
IA,Warren County,0.09
IA,Washington County,0.149
IA,Washington County,0.14
IA,Wayne County,0.173
IA,Wayne County,0.158
IA,Webster County,0.137
IA,Webster County,0.135
IA,Winnebago County,0.124
IA,Winnebago County,0.115
IA,Winneshiek County,0.117
IA,Winneshiek County,0.118
IA,Woodbury County,0.185
IA,Woodbury County,0.172
IA,Worth County,0.127
IA,Worth County,0.126
IA,Wright County,0.154
IA,Wright County,0.153
ID,Ada County,0.171
ID,Ada County,0.188
ID,Adams County,0.261
ID,Adams County,0.273
ID,Bannock County,0.215
ID,Bannock County,0.206
ID,Bear Lake County,0.214
ID,Bear Lake County,0.208
ID,Benewah County,0.256
ID,Benewah County,0.264
ID,Bingham County,0.286
ID,Bingham County,0.268
ID,Blaine County,0.25
ID,Blaine County,0.242
ID,Boise County,0.219
ID,Boise County,0.232
ID,Bonner County,0.236
ID,Bonner County,0.238
ID,Bonneville County,0.206
ID,Bonneville County,0.216
ID,Boundary County,0.283
ID,Boundary County,0.283
ID,Butte County,0.203
ID,Butte County,0.227
ID,Canyon County,0.292
ID,Canyon County,0.278
ID,Caribou County,0.203
ID,Caribou County,0.191
ID,Cassia County,0.297
ID,Cassia County,0.297
ID,Clearwater County,0.232
ID,Clearwater County,0.218
ID,Custer County,0.195
ID,Custer County,0.196
ID,Elmore County,0.242
ID,Elmore County,0.251
ID,Franklin County,0.267
ID,Franklin County,0.241
ID,Fremont County,0.314
ID,Fremont County,0.275
ID,Gem County,0.277
ID,Gem County,0.252
ID,Gooding County,0.345
ID,Gooding County,0.323
ID,Idaho County,0.249
ID,Idaho County,0.254
ID,Jefferson County,0.269
ID,Jefferson County,0.245
ID,Jerome County,0.351
ID,Jerome County,0.345
ID,Kootenai County,0.228
ID,Kootenai County,0.213
ID,Latah County,0.202
ID,Latah County,0.176
ID,Lemhi County,0.238
ID,Lemhi County,0.221
ID,Lewis County,0.268
ID,Lewis County,0.245
ID,Lincoln County,0.351
ID,Lincoln County,0.328
ID,Madison County,0.192
ID,Madison County,0.17
ID,Minidoka County,0.309
ID,Minidoka County,0.302
ID,Nez Perce County,0.197
ID,Nez Perce County,0.196
ID,Oneida County,0.217
ID,Oneida County,0.229
ID,Owyhee County,0.381
ID,Owyhee County,0.356
ID,Payette County,0.262
ID,Payette County,0.257
ID,Power County,0.298
ID,Power County,0.293
ID,Shoshone County,0.225
ID,Shoshone County,0.21
ID,Teton County,0.327
ID,Teton County,0.309
ID,Twin Falls County,0.278
ID,Twin Falls County,0.274
ID,Valley County,0.218
ID,Valley County,0.222
ID,Washington County,0.304
ID,Washington County,0.297
IL,Adams County,0.154
IL,Adams County,0.142
IL,Alexander County,0.184
IL,Alexander County,0.179
IL,Bond County,0.144
IL,Bond County,0.145
IL,Boone County,0.194
IL,Boone County,0.186
IL,Brown County,0.133
IL,Brown County,0.139
IL,Bureau County,0.162
IL,Bureau County,0.171
IL,Calhoun County,0.166
IL,Calhoun County,0.168
IL,Carroll County,0.167
IL,Carroll County,0.16
IL,Cass County,0.207
IL,Cass County,0.209
IL,Champaign County,0.157
IL,Champaign County,0.147
IL,Christian County,0.156
IL,Christian County,0.155
IL,Clark County,0.153
IL,Clark County,0.144
IL,Clay County,0.165
IL,Clay County,0.158
IL,Clinton County,0.137
IL,Clinton County,0.119
IL,Coles County,0.163
IL,Coles County,0.162
IL,Cook County,0.241
IL,Cook County,0.233
IL,Crawford County,0.16
IL,Crawford County,0.154
IL,Cumberland County,0.158
IL,Cumberland County,0.147
IL,De Witt County,0.14
IL,De Witt County,0.129
IL,DeKalb County,0.165
IL,DeKalb County,0.161
IL,Douglas County,0.221
IL,Douglas County,0.203
IL,DuPage County,0.136
IL,DuPage County,0.143
IL,Edgar County,0.152
IL,Edgar County,0.15
IL,Edwards County,0.149
IL,Edwards County,0.149
IL,Effingham County,0.138
IL,Effingham County,0.138
IL,Fayette County,0.181
IL,Fayette County,0.183
IL,Ford County,0.145
IL,Ford County,0.145
IL,Franklin County,0.177
IL,Franklin County,0.172
IL,Fulton County,0.152
IL,Fulton County,0.158
IL,Gallatin County,0.18
IL,Gallatin County,0.179
IL,Greene County,0.17
IL,Greene County,0.161
IL,Grundy County,0.135
IL,Grundy County,0.135
IL,Hamilton County,0.173
IL,Hamilton County,0.164
IL,Hancock County,0.161
IL,Hancock County,0.156
IL,Hardin County,0.165
IL,Hardin County,0.168
IL,Henderson County,0.186
IL,Henderson County,0.17
IL,Henry County,0.146
IL,Henry County,0.138
IL,Iroquois County,0.159
IL,Iroquois County,0.165
IL,Jackson County,0.176
IL,Jackson County,0.183
IL,Jasper County,0.168
IL,Jasper County,0.16
IL,Jefferson County,0.157
IL,Jefferson County,0.154
IL,Jersey County,0.148
IL,Jersey County,0.145
IL,Jo Daviess County,0.17
IL,Jo Daviess County,0.17
IL,Johnson County,0.159
IL,Johnson County,0.156
IL,Kane County,0.201
IL,Kane County,0.21
IL,Kankakee County,0.173
IL,Kankakee County,0.181
IL,Kendall County,0.126
IL,Kendall County,0.126
IL,Knox County,0.16
IL,Knox County,0.158
IL,La Salle County,0.159
IL,La Salle County,0.158
IL,Lake County,0.162
IL,Lake County,0.159
IL,Lawrence County,0.156
IL,Lawrence County,0.164
IL,Lee County,0.145
IL,Lee County,0.149
IL,Livingston County,0.143
IL,Livingston County,0.134
IL,Logan County,0.137
IL,Logan County,0.132
IL,Macon County,0.157
IL,Macon County,0.154
IL,Macoupin County,0.153
IL,Macoupin County,0.149
IL,Madison County,0.148
IL,Madison County,0.144
IL,Marion County,0.163
IL,Marion County,0.164
IL,Marshall County,0.144
IL,Marshall County,0.141
IL,Mason County,0.164
IL,Mason County,0.16
IL,Massac County,0.162
IL,Massac County,0.161
IL,McDonough County,0.159
IL,McDonough County,0.155
IL,McHenry County,0.14
IL,McHenry County,0.144
IL,McLean County,0.124
IL,McLean County,0.12
IL,Menard County,0.134
IL,Menard County,0.132
IL,Mercer County,0.137
IL,Mercer County,0.141
IL,Monroe County,0.104
IL,Monroe County,0.105
IL,Montgomery County,0.135
IL,Montgomery County,0.139
IL,Morgan County,0.142
IL,Morgan County,0.147
IL,Moultrie County,0.163
IL,Moultrie County,0.172
IL,Ogle County,0.154
IL,Ogle County,0.153
IL,Peoria County,0.149
IL,Peoria County,0.159
IL,Perry County,0.168
IL,Perry County,0.158
IL,Piatt County,0.125
IL,Piatt County,0.115
IL,Pike County,0.186
IL,Pike County,0.182
IL,Pope County,0.169
IL,Pope County,0.172
IL,Pulaski County,0.195
IL,Pulaski County,0.181
IL,Putnam County,0.141
IL,Putnam County,0.153
IL,Randolph County,0.142
IL,Randolph County,0.14
IL,Richland County,0.16
IL,Richland County,0.162
IL,Rock Island County,0.166
IL,Rock Island County,0.169
IL,Saline County,0.169
IL,Saline County,0.171
IL,Sangamon County,0.143
IL,Sangamon County,0.14
IL,Schuyler County,0.188
IL,Schuyler County,0.183
IL,Scott County,0.148
IL,Scott County,0.156
IL,Shelby County,0.17
IL,Shelby County,0.154
IL,St. Clair County,0.15
IL,St. Clair County,0.162
IL,Stark County,0.154
IL,Stark County,0.151
IL,Stephenson County,0.157
IL,Stephenson County,0.164
IL,Tazewell County,0.129
IL,Tazewell County,0.123
IL,Union County,0.176
IL,Union County,0.177
IL,Vermilion County,0.164
IL,Vermilion County,0.169
IL,Wabash County,0.152
IL,Wabash County,0.152
IL,Warren County,0.191
IL,Warren County,0.186
IL,Washington County,0.139
IL,Washington County,0.133
IL,Wayne County,0.172
IL,Wayne County,0.161
IL,White County,0.16
IL,White County,0.163
IL,Whiteside County,0.159
IL,Whiteside County,0.168
IL,Will County,0.14
IL,Will County,0.14
IL,Williamson County,0.166
IL,Williamson County,0.165
IL,Winnebago County,0.193
IL,Winnebago County,0.189
IL,Woodford County,0.124
IL,Woodford County,0.111
IN,Adams County,0.234
IN,Adams County,0.227
IN,Allen County,0.215
IN,Allen County,0.209
IN,Bartholomew County,0.198
IN,Bartholomew County,0.194
IN,Benton County,0.21
IN,Benton County,0.217
IN,Blackford County,0.209
IN,Blackford County,0.185
IN,Boone County,0.126
IN,Boone County,0.134
IN,Brown County,0.203
IN,Brown County,0.202
IN,Carroll County,0.191
IN,Carroll County,0.195
IN,Cass County,0.255
IN,Cass County,0.244
IN,Clark County,0.191
IN,Clark County,0.197
IN,Clay County,0.196
IN,Clay County,0.187
IN,Clinton County,0.229
IN,Clinton County,0.219
IN,Crawford County,0.201
IN,Crawford County,0.206
IN,Daviess County,0.257
IN,Daviess County,0.25
IN,De Kalb County,0.201
IN,De Kalb County,0.189
IN,Dearborn County,0.159
IN,Dearborn County,0.153
IN,Decatur County,0.204
IN,Decatur County,0.206
IN,Delaware County,0.2
IN,Delaware County,0.202
IN,Dubois County,0.179
IN,Dubois County,0.171
IN,Elkhart County,0.259
IN,Elkhart County,0.261
IN,Fayette County,0.208
IN,Fayette County,0.214
IN,Floyd County,0.17
IN,Floyd County,0.166
IN,Fountain County,0.189
IN,Fountain County,0.184
IN,Franklin County,0.18
IN,Franklin County,0.185
IN,Fulton County,0.212
IN,Fulton County,0.222
IN,Gibson County,0.154
IN,Gibson County,0.163
IN,Grant County,0.209
IN,Grant County,0.189
IN,Greene County,0.207
IN,Greene County,0.2
IN,Hamilton County,0.114
IN,Hamilton County,0.113
IN,Hancock County,0.152
IN,Hancock County,0.15
IN,Harrison County,0.185
IN,Harrison County,0.168
IN,Hendricks County,0.13
IN,Hendricks County,0.132
IN,Henry County,0.205
IN,Henry County,0.196
IN,Howard County,0.177
IN,Howard County,0.185
IN,Huntington County,0.184
IN,Huntington County,0.184
IN,Jackson County,0.22
IN,Jackson County,0.215
IN,Jasper County,0.183
IN,Jasper County,0.183
IN,Jay County,0.212
IN,Jay County,0.203
IN,Jefferson County,0.208
IN,Jefferson County,0.193
IN,Jennings County,0.211
IN,Jennings County,0.195
IN,Johnson County,0.158
IN,Johnson County,0.165
IN,Knox County,0.195
IN,Knox County,0.195
IN,Kosciusko County,0.23
IN,Kosciusko County,0.214
IN,La Porte County,0.208
IN,La Porte County,0.188
IN,Lagrange County,0.314
IN,Lagrange County,0.32
IN,Lake County,0.223
IN,Lake County,0.217
IN,Lawrence County,0.21
IN,Lawrence County,0.208
IN,Madison County,0.198
IN,Madison County,0.2
IN,Marion County,0.227
IN,Marion County,0.239
IN,Marshall County,0.231
IN,Marshall County,0.227
IN,Martin County,0.186
IN,Martin County,0.183
IN,Miami County,0.215
IN,Miami County,0.209
IN,Monroe County,0.201
IN,Monroe County,0.198
IN,Montgomery County,0.204
IN,Montgomery County,0.205
IN,Morgan County,0.183
IN,Morgan County,0.176
IN,Newton County,0.206
IN,Newton County,0.205
IN,Noble County,0.236
IN,Noble County,0.241
IN,Ohio County,0.18
IN,Ohio County,0.182
IN,Orange County,0.212
IN,Orange County,0.205
IN,Owen County,0.217
IN,Owen County,0.206
IN,Parke County,0.23
IN,Parke County,0.226
IN,Perry County,0.182
IN,Perry County,0.174
IN,Pike County,0.178
IN,Pike County,0.187
IN,Porter County,0.163
IN,Porter County,0.161
IN,Posey County,0.136
IN,Posey County,0.136
IN,Pulaski County,0.201
IN,Pulaski County,0.197
IN,Putnam County,0.174
IN,Putnam County,0.175
IN,Randolph County,0.216
IN,Randolph County,0.214
IN,Ripley County,0.176
IN,Ripley County,0.173
IN,Rush County,0.196
IN,Rush County,0.193
IN,Scott County,0.204
IN,Scott County,0.186
IN,Shelby County,0.192
IN,Shelby County,0.184
IN,Spencer County,0.156
IN,Spencer County,0.17
IN,St. Joseph County,0.217
IN,St. Joseph County,0.207
IN,Starke County,0.215
IN,Starke County,0.206
IN,Steuben County,0.202
IN,Steuben County,0.2
IN,Sullivan County,0.19
IN,Sullivan County,0.198
IN,Switzerland County,0.213
IN,Switzerland County,0.228
IN,Tippecanoe County,0.204
IN,Tippecanoe County,0.194
IN,Tipton County,0.182
IN,Tipton County,0.165
IN,Union County,0.2
IN,Union County,0.18
IN,Vanderburgh County,0.183
IN,Vanderburgh County,0.188
IN,Vermillion County,0.184
IN,Vermillion County,0.175
IN,Vigo County,0.214
IN,Vigo County,0.208
IN,Wabash County,0.186
IN,Wabash County,0.194
IN,Warren County,0.177
IN,Warren County,0.172
IN,Warrick County,0.143
IN,Warrick County,0.14
IN,Washington County,0.212
IN,Washington County,0.216
IN,Wayne County,0.217
IN,Wayne County,0.218
IN,Wells County,0.173
IN,Wells County,0.172
IN,White County,0.227
IN,White County,0.211
IN,Whitley County,0.168
IN,Whitley County,0.171
KS,Allen County,0.177
KS,Allen County,0.177
KS,Anderson County,0.191
KS,Anderson County,0.205
KS,Atchison County,0.173
KS,Atchison County,0.156
KS,Barber County,0.178
KS,Barber County,0.167
KS,Barton County,0.213
KS,Barton County,0.209
KS,Bourbon County,0.186
KS,Bourbon County,0.176
KS,Brown County,0.193
KS,Brown County,0.203
KS,Butler County,0.14
KS,Butler County,0.132
KS,Chase County,0.198
KS,Chase County,0.193
KS,Chautauqua County,0.249
KS,Chautauqua County,0.256
KS,Cherokee County,0.187
KS,Cherokee County,0.194
KS,Cheyenne County,0.197
KS,Cheyenne County,0.187
KS,Clark County,0.17
KS,Clark County,0.163
KS,Clay County,0.163
KS,Clay County,0.157
KS,Cloud County,0.184
KS,Cloud County,0.178
KS,Coffey County,0.15
KS,Coffey County,0.133
KS,Comanche County,0.176
KS,Cowley County,0.185
KS,Cowley County,0.189
KS,Crawford County,0.203
KS,Crawford County,0.216
KS,Decatur County,0.191
KS,Decatur County,0.172
KS,Dickinson County,0.168
KS,Dickinson County,0.153
KS,Doniphan County,0.173
KS,Doniphan County,0.178
KS,Douglas County,0.172
KS,Douglas County,0.172
KS,Edwards County,0.213
KS,Edwards County,0.219
KS,Elk County,0.238
KS,Elk County,0.223
KS,Ellis County,0.151
KS,Ellis County,0.157
KS,Ellsworth County,0.163
KS,Ellsworth County,0.15
KS,Finney County,0.253
KS,Finney County,0.255
KS,Ford County,0.287
KS,Ford County,0.279
KS,Franklin County,0.147
KS,Franklin County,0.153
KS,Geary County,0.197
KS,Geary County,0.194
KS,Gove County,0.191
KS,Gove County,0.182
KS,Graham County,0.188
KS,Graham County,0.174
KS,Grant County,0.241
KS,Grant County,0.237
KS,Gray County,0.241
KS,Gray County,0.232
KS,Greenwood County,0.191
KS,Greenwood County,0.175
KS,Hamilton County,0.264
KS,Hamilton County,0.275
KS,Harper County,0.214
KS,Harper County,0.211
KS,Harvey County,0.177
KS,Harvey County,0.164
KS,Haskell County,0.232
KS,Haskell County,0.26
KS,Jackson County,0.176
KS,Jackson County,0.165
KS,Jefferson County,0.143
KS,Jefferson County,0.156
KS,Jewell County,0.2
KS,Jewell County,0.187
KS,Johnson County,0.121
KS,Johnson County,0.118
KS,Kearny County,0.247
KS,Kearny County,0.239
KS,Kingman County,0.172
KS,Kingman County,0.161
KS,Kiowa County,0.17
KS,Labette County,0.181
KS,Labette County,0.177
KS,Lane County,0.194
KS,Leavenworth County,0.124
KS,Leavenworth County,0.13
KS,Lincoln County,0.214
KS,Lincoln County,0.202
KS,Linn County,0.191
KS,Linn County,0.183
KS,Logan County,0.195
KS,Logan County,0.191
KS,Lyon County,0.236
KS,Lyon County,0.227
KS,Marion County,0.176
KS,Marion County,0.171
KS,Marshall County,0.159
KS,Marshall County,0.146
KS,McPherson County,0.153
KS,McPherson County,0.139
KS,Meade County,0.218
KS,Meade County,0.208
KS,Miami County,0.135
KS,Miami County,0.127
KS,Mitchell County,0.151
KS,Mitchell County,0.149
KS,Montgomery County,0.201
KS,Montgomery County,0.193
KS,Morris County,0.171
KS,Morris County,0.182
KS,Morton County,0.203
KS,Morton County,0.205
KS,Nemaha County,0.154
KS,Nemaha County,0.14
KS,Neosho County,0.185
KS,Neosho County,0.182
KS,Ness County,0.183
KS,Ness County,0.176
KS,Norton County,0.16
KS,Norton County,0.154
KS,Osage County,0.15
KS,Osage County,0.15
KS,Osborne County,0.201
KS,Osborne County,0.197
KS,Ottawa County,0.163
KS,Ottawa County,0.165
KS,Pawnee County,0.165
KS,Pawnee County,0.156
KS,Phillips County,0.18
KS,Phillips County,0.166
KS,Pottawatomie County,0.149
KS,Pottawatomie County,0.148
KS,Pratt County,0.188
KS,Pratt County,0.169
KS,Rawlins County,0.194
KS,Rawlins County,0.19
KS,Reno County,0.177
KS,Reno County,0.181
KS,Republic County,0.177
KS,Republic County,0.18
KS,Rice County,0.194
KS,Rice County,0.18
KS,Riley County,0.161
KS,Riley County,0.142
KS,Rooks County,0.196
KS,Rooks County,0.171
KS,Rush County,0.186
KS,Rush County,0.169
KS,Russell County,0.209
KS,Russell County,0.193
KS,Saline County,0.189
KS,Saline County,0.19
KS,Scott County,0.199
KS,Scott County,0.192
KS,Sedgwick County,0.197
KS,Sedgwick County,0.202
KS,Seward County,0.317
KS,Seward County,0.309
KS,Shawnee County,0.171
KS,Shawnee County,0.175
KS,Sheridan County,0.171
KS,Sheridan County,0.162
KS,Sherman County,0.215
KS,Sherman County,0.211
KS,Smith County,0.183
KS,Smith County,0.184
KS,Stafford County,0.243
KS,Stafford County,0.247
KS,Stevens County,0.263
KS,Stevens County,0.238
KS,Sumner County,0.163
KS,Sumner County,0.156
KS,Thomas County,0.182
KS,Thomas County,0.158
KS,Trego County,0.169
KS,Trego County,0.162
KS,Wabaunsee County,0.143
KS,Wabaunsee County,0.147
KS,Washington County,0.204
KS,Washington County,0.19
KS,Wichita County,0.259
KS,Wichita County,0.237
KS,Wilson County,0.202
KS,Wilson County,0.206
KS,Woodson County,0.227
KS,Woodson County,0.226
KS,Wyandotte County,0.287
KS,Wyandotte County,0.273
KY,Adair County,0.265
KY,Adair County,0.251
KY,Allen County,0.24
KY,Allen County,0.234
KY,Anderson County,0.175
KY,Anderson County,0.178
KY,Ballard County,0.202
KY,Ballard County,0.193
KY,Barren County,0.218
KY,Barren County,0.21
KY,Bath County,0.234
KY,Bath County,0.24
KY,Bell County,0.233
KY,Bell County,0.228
KY,Boone County,0.147
KY,Boone County,0.139
KY,Bourbon County,0.246
KY,Bourbon County,0.234
KY,Boyd County,0.195
KY,Boyd County,0.181
KY,Boyle County,0.194
KY,Boyle County,0.198
KY,Bracken County,0.216
KY,Bracken County,0.216
KY,Breathitt County,0.213
KY,Breathitt County,0.217
KY,Breckinridge County,0.251
KY,Breckinridge County,0.234
KY,Bullitt County,0.175
KY,Bullitt County,0.163
KY,Butler County,0.244
KY,Butler County,0.24
KY,Caldwell County,0.217
KY,Caldwell County,0.222
KY,Calloway County,0.217
KY,Calloway County,0.21
KY,Campbell County,0.154
KY,Campbell County,0.16
KY,Carlisle County,0.231
KY,Carlisle County,0.232
KY,Carroll County,0.246
KY,Carroll County,0.242
KY,Carter County,0.228
KY,Carter County,0.22
KY,Casey County,0.273
KY,Casey County,0.276
KY,Christian County,0.224
KY,Christian County,0.223
KY,Clark County,0.197
KY,Clark County,0.195
KY,Clay County,0.22
KY,Clay County,0.212
KY,Clinton County,0.254
KY,Clinton County,0.236
KY,Crittenden County,0.233
KY,Crittenden County,0.232
KY,Cumberland County,0.252
KY,Cumberland County,0.253
KY,Daviess County,0.182
KY,Daviess County,0.177
KY,Edmonson County,0.256
KY,Edmonson County,0.238
KY,Elliott County,0.23
KY,Elliott County,0.223
KY,Estill County,0.232
KY,Estill County,0.227
KY,Fayette County,0.217
KY,Fayette County,0.191
KY,Fleming County,0.247
KY,Fleming County,0.243
KY,Floyd County,0.222
KY,Floyd County,0.229
KY,Franklin County,0.205
KY,Franklin County,0.182
KY,Fulton County,0.218
KY,Fulton County,0.203
KY,Gallatin County,0.254
KY,Gallatin County,0.24
KY,Garrard County,0.242
KY,Garrard County,0.223
KY,Grant County,0.224
KY,Grant County,0.206
KY,Graves County,0.248
KY,Graves County,0.242
KY,Grayson County,0.233
KY,Grayson County,0.241
KY,Green County,0.241
KY,Green County,0.255
KY,Greenup County,0.216
KY,Greenup County,0.207
KY,Hancock County,0.18
KY,Hancock County,0.175
KY,Hardin County,0.193
KY,Hardin County,0.192
KY,Harlan County,0.235
KY,Harlan County,0.227
KY,Harrison County,0.213
KY,Harrison County,0.21
KY,Hart County,0.239
KY,Hart County,0.256
KY,Henderson County,0.198
KY,Henderson County,0.186
KY,Henry County,0.227
KY,Henry County,0.205
KY,Hickman County,0.212
KY,Hickman County,0.214
KY,Hopkins County,0.204
KY,Hopkins County,0.196
KY,Jackson County,0.24
KY,Jackson County,0.25
KY,Jefferson County,0.206
KY,Jefferson County,0.193
KY,Jessamine County,0.221
KY,Jessamine County,0.218
KY,Johnson County,0.213
KY,Johnson County,0.215
KY,Kenton County,0.183
KY,Kenton County,0.169
KY,Knott County,0.208
KY,Knott County,0.214
KY,Knox County,0.22
KY,Knox County,0.232
KY,Larue County,0.23
KY,Larue County,0.221
KY,Laurel County,0.238
KY,Laurel County,0.238
KY,Lawrence County,0.228
KY,Lawrence County,0.213
KY,Lee County,0.214
KY,Lee County,0.218
KY,Leslie County,0.205
KY,Leslie County,0.216
KY,Letcher County,0.215
KY,Letcher County,0.214
KY,Lewis County,0.256
KY,Lewis County,0.249
KY,Lincoln County,0.238
KY,Lincoln County,0.249
KY,Livingston County,0.22
KY,Livingston County,0.21
KY,Logan County,0.276
KY,Logan County,0.235
KY,Lyon County,0.195
KY,Lyon County,0.203
KY,Madison County,0.211
KY,Madison County,0.215
KY,Magoffin County,0.273
KY,Magoffin County,0.257
KY,Marion County,0.207
KY,Marion County,0.197
KY,Marshall County,0.189
KY,Marshall County,0.187
KY,Martin County,0.196
KY,Martin County,0.204
KY,Mason County,0.202
KY,Mason County,0.2
KY,McCracken County,0.192
KY,McCracken County,0.189
KY,McCreary County,0.269
KY,McCreary County,0.252
KY,McLean County,0.207
KY,McLean County,0.209
KY,Meade County,0.207
KY,Meade County,0.214
KY,Menifee County,0.267
KY,Menifee County,0.262
KY,Mercer County,0.197
KY,Mercer County,0.197
KY,Metcalfe County,0.259
KY,Metcalfe County,0.256
KY,Monroe County,0.259
KY,Monroe County,0.259
KY,Montgomery County,0.214
KY,Montgomery County,0.229
KY,Morgan County,0.24
KY,Morgan County,0.231
KY,Muhlenberg County,0.231
KY,Muhlenberg County,0.22
KY,Nelson County,0.202
KY,Nelson County,0.197
