State,County,Median household income,Poor or fair health,Uninsured adults
MI,Kalamazoo County,46445,0.148,0.146
MI,Kalkaska County,40135,0.345,0.201
MI,Kalkaska County,39269,0.345,0.188
MI,Kent County,50674,0.115,0.165
MI,Kent County,51997,0.115,0.161
MI,Lake County,30897,,0.217
MI,Lake County,30656,,0.215
MI,Lapeer County,51627,0.13,0.168
MI,Lapeer County,53506,0.13,0.161
MI,Leelanau County,54494,,0.189
MI,Leelanau County,56335,,0.187
MI,Lenawee County,48427,0.097,0.153
MI,Lenawee County,46693,0.097,0.158
MI,Livingston County,75744,0.09,0.129
MI,Livingston County,71075,0.09,0.113
MI,Luce County,38384,0.181,0.202
MI,Luce County,38284,0.181,0.179
MI,Mackinac County,36562,0.115,0.247
MI,Mackinac County,38839,0.115,0.231
MI,Macomb County,52275,0.127,0.175
MI,Macomb County,52954,0.127,0.17
MI,Manistee County,39319,0.173,0.189
MI,Manistee County,41258,0.173,0.183
MI,Marquette County,44629,0.115,0.167
MI,Marquette County,45170,0.115,0.153
MI,Mason County,40752,0.209,0.182
MI,Mason County,40438,0.209,0.182
MI,Mecosta County,39253,0.093,0.203
MI,Mecosta County,39764,0.093,0.183
MI,Menominee County,38157,0.145,0.184
MI,Menominee County,40866,0.145,0.178
MI,Midland County,53208,0.111,0.134
MI,Midland County,53007,0.111,0.141
MI,Missaukee County,40917,0.13,0.199
MI,Missaukee County,40226,0.13,0.193
MI,Monroe County,51898,0.15,0.127
MI,Monroe County,55745,0.15,0.138
MI,Montcalm County,41205,0.141,0.184
MI,Montcalm County,40790,0.141,0.186
MI,Montmorency County,34336,,0.203
MI,Montmorency County,33742,,0.198
MI,Muskegon County,40580,0.157,0.175
MI,Muskegon County,41556,0.157,0.171
MI,Newaygo County,43060,0.157,0.2
MI,Newaygo County,43238,0.157,0.187
MI,Oakland County,63511,0.108,0.142
MI,Oakland County,67281,0.108,0.143
MI,Oceana County,38233,0.192,0.244
MI,Oceana County,43134,0.192,0.241
MI,Ogemaw County,33769,0.172,0.192
MI,Ogemaw County,34778,0.172,0.187
MI,Ontonagon County,34501,,0.193
MI,Ontonagon County,33116,,0.179
MI,Osceola County,36023,0.115,0.182
MI,Osceola County,38407,0.115,0.188
MI,Oscoda County,33046,,0.209
MI,Oscoda County,31094,,0.22
MI,Otsego County,48242,0.132,0.176
MI,Otsego County,47016,0.132,0.164
MI,Ottawa County,55158,0.098,0.153
MI,Ottawa County,57994,0.098,0.138
MI,Presque Isle County,38019,,0.195
MI,Presque Isle County,38648,,0.181
MI,Roscommon County,34536,0.242,0.18
MI,Roscommon County,31690,0.242,0.194
MI,Saginaw County,40421,0.147,0.153
MI,Saginaw County,41510,0.147,0.155
MI,Sanilac County,39315,0.142,0.199
MI,Sanilac County,41502,0.142,0.187
MI,Schoolcraft County,37795,,0.207
MI,Schoolcraft County,38514,,0.192
MI,Shiawassee County,42893,0.174,0.167
MI,Shiawassee County,43839,0.174,0.16
MI,St. Clair County,44994,0.173,0.162
MI,St. Clair County,49949,0.173,0.168
MI,St. Joseph County,40693,0.177,0.195
MI,St. Joseph County,43891,0.177,0.189
MI,Tuscola County,42165,0.15,0.184
MI,Tuscola County,41441,0.15,0.165
MI,Van Buren County,44119,0.186,0.195
MI,Van Buren County,44782,0.186,0.205
MI,Washtenaw County,56618,0.096,0.116
MI,Washtenaw County,59965,0.096,0.124
MI,Wayne County,39461,0.176,0.215
MI,Wayne County,40485,0.176,0.21
MI,Wexford County,36514,0.19,0.172
MI,Wexford County,39566,0.19,0.17
MN,Aitkin County,38871,0.169,0.149
MN,Aitkin County,41784,0.169,0.137
MN,Anoka County,67811,0.116,0.107
MN,Anoka County,70619,0.116,0.097
MN,Becker County,47356,0.102,0.144
MN,Becker County,49183,0.102,0.137
MN,Beltrami County,42655,0.11,0.176
MN,Beltrami County,42364,0.11,0.16
MN,Benton County,52308,0.122,0.119
MN,Benton County,51564,0.122,0.097
MN,Big Stone County,44210,,0.123
MN,Big Stone County,44637,,0.115
MN,Blue Earth County,48788,0.106,0.116
MN,Blue Earth County,51283,0.106,0.108
MN,Brown County,48348,0.096,0.099
MN,Brown County,52061,0.096,0.096
MN,Carlton County,50049,0.098,0.126
MN,Carlton County,52670,0.098,0.111
MN,Carver County,85064,0.081,0.075
MN,Carver County,86759,0.081,0.068
MN,Cass County,43491,0.133,0.157
MN,Cass County,48367,0.133,0.152
MN,Chippewa County,49545,0.167,0.12
MN,Chippewa County,55232,0.167,0.124
MN,Chisago County,65617,0.13,0.099
MN,Chisago County,71397,0.13,0.092
MN,Clay County,51954,0.108,0.103
MN,Clay County,52567,0.108,0.093
MN,Clearwater County,40704,0.088,0.173
MN,Clearwater County,44123,0.088,0.151
MN,Cook County,46621,0.102,0.14
MN,Cook County,48124,0.102,0.14
MN,Cottonwood County,44449,0.218,0.129
MN,Cottonwood County,45453,0.218,0.118
MN,Crow Wing County,47061,0.156,0.123
MN,Crow Wing County,48661,0.156,0.118
MN,Dakota County,71574,0.098,0.1
MN,Dakota County,73833,0.098,0.091
MN,Dodge County,65548,,0.104
MN,Dodge County,73799,,0.092
MN,Douglas County,53096,0.108,0.112
MN,Douglas County,52122,0.108,0.103
MN,Faribault County,42833,0.104,0.131
MN,Faribault County,47191,0.104,0.11
MN,Fillmore County,49370,0.09,0.134
MN,Fillmore County,51323,0.09,0.128
MN,Freeborn County,44988,0.135,0.126
MN,Freeborn County,47698,0.135,0.121
MN,Goodhue County,56875,0.092,0.114
MN,Goodhue County,61428,0.092,0.098
MN,Grant County,47616,,0.125
MN,Grant County,49618,,0.111
MN,Hennepin County,62500,0.089,0.126
MN,Hennepin County,64331,0.089,0.114
MN,Houston County,50523,0.102,0.104
MN,Houston County,51160,0.102,0.099
MN,Hubbard County,44140,0.125,0.135
MN,Hubbard County,46530,0.125,0.132
MN,Isanti County,58318,0.125,0.111
MN,Isanti County,58436,0.125,0.109
MN,Itasca County,43504,0.137,0.13
MN,Itasca County,46834,0.137,0.121
MN,Jackson County,52892,0.059,0.112
MN,Jackson County,56397,0.059,0.096
MN,Kanabec County,44229,0.137,0.131
MN,Kanabec County,46940,0.137,0.119
MN,Kandiyohi County,48993,0.104,0.126
MN,Kandiyohi County,53290,0.104,0.123
MN,Kittson County,44299,,0.109
MN,Kittson County,48458,,0.102
MN,Koochiching County,43762,0.124,0.137
MN,Koochiching County,44817,0.124,0.133
MN,Lac qui Parle County,50963,,0.107
MN,Lac qui Parle County,46805,,0.099
MN,Lake County,49369,0.195,0.113
MN,Lake County,50875,0.195,0.099
MN,Lake of the Woods County,41084,,0.15
MN,Lake of the Woods County,42644,,0.123
MN,Le Sueur County,58326,0.128,0.111
MN,Le Sueur County,60190,0.128,0.106
MN,Lincoln County,43959,,0.125
MN,Lincoln County,48205,,0.114
MN,Lyon County,48753,0.124,0.121
MN,Lyon County,51011,0.124,0.111
MN,Mahnomen County,37754,,0.171
MN,Mahnomen County,39706,,0.164
MN,Marshall County,52791,0.106,0.124
MN,Marshall County,53692,0.106,0.118
MN,Martin County,47212,0.105,0.113
MN,Martin County,51118,0.105,0.107
MN,McLeod County,54231,0.083,0.109
MN,McLeod County,54971,0.083,0.103
MN,Meeker County,50174,0.104,0.128
MN,Meeker County,55327,0.104,0.111
MN,Mille Lacs County,45101,0.13,0.146
MN,Mille Lacs County,48978,0.13,0.124
MN,Morrison County,48387,0.174,0.139
MN,Morrison County,48716,0.174,0.123
MN,Mower County,46315,0.116,0.142
MN,Mower County,50479,0.116,0.138
MN,Murray County,50353,,0.122
MN,Murray County,53300,,0.107
MN,Nicollet County,58882,0.077,0.093
MN,Nicollet County,58620,0.077,0.078
MN,Nobles County,47713,,0.191
MN,Nobles County,50936,,0.176
MN,Norman County,45043,0.115,0.132
MN,Norman County,45276,0.115,0.119
MN,Olmsted County,64385,0.058,0.097
MN,Olmsted County,65829,0.058,0.09
MN,Otter Tail County,50645,0.122,0.117
MN,Otter Tail County,48157,0.122,0.115
MN,Pennington County,46483,,0.107
MN,Pennington County,47300,,0.11
MN,Pine County,45943,0.133,0.141
MN,Pine County,43026,0.133,0.128
MN,Pipestone County,47143,,0.15
MN,Pipestone County,47613,,0.13
MN,Polk County,47679,0.113,0.123
MN,Polk County,52706,0.113,0.106
MN,Pope County,50692,0.089,0.111
MN,Pope County,55404,0.089,0.105
MN,Ramsey County,53707,0.109,0.139
MN,Ramsey County,56293,0.109,0.133
MN,Red Lake County,45228,,0.143
MN,Red Lake County,45019,,0.13
MN,Redwood County,48775,0.073,0.133
MN,Redwood County,50453,0.073,0.129
MN,Renville County,50502,0.177,0.121
MN,Renville County,53823,0.177,0.115
MN,Rice County,59332,0.108,0.12
MN,Rice County,58644,0.108,0.118
MN,Rock County,51766,,0.117
MN,Rock County,54045,,0.099
MN,Roseau County,53261,0.086,0.113
MN,Roseau County,51576,0.086,0.1
MN,Scott County,86324,0.091,0.091
MN,Scott County,85481,0.091,0.084
MN,Sherburne County,69865,0.138,0.1
MN,Sherburne County,74915,0.138,0.094
MN,Sibley County,53732,,0.127
MN,Sibley County,56007,,0.119
MN,St. Louis County,46601,0.129,0.113
MN,St. Louis County,46022,0.129,0.1
MN,Stearns County,53986,0.098,0.122
MN,Stearns County,56705,0.098,0.101
MN,Steele County,56940,0.072,0.102
MN,Steele County,53932,0.072,0.093
MN,Stevens County,50832,0.193,0.115
MN,Stevens County,56140,0.193,0.101
MN,Swift County,48660,,0.113
MN,Swift County,52083,,0.1
MN,Todd County,46765,0.132,0.162
MN,Todd County,43974,0.132,0.15
MN,Traverse County,45907,,0.147
MN,Traverse County,50451,,0.137
MN,Wabasha County,55686,0.091,0.105
MN,Wabasha County,52617,0.091,0.099
MN,Wadena County,37577,0.136,0.138
MN,Wadena County,39805,0.136,0.118
MN,Waseca County,52927,0.106,0.113
MN,Waseca County,53448,0.106,0.101
MN,Washington County,80647,0.086,0.075
MN,Washington County,81052,0.086,0.071
MN,Watonwan County,47115,0.082,0.175
MN,Watonwan County,48064,0.082,0.173
MN,Wilkin County,51940,,0.109
MN,Wilkin County,52849,,0.097
MN,Winona County,49753,0.091,0.118
MN,Winona County,49636,0.091,0.116
MN,Wright County,72216,0.094,0.099
MN,Wright County,71999,0.094,0.089
MN,Yellow Medicine County,53266,,0.116
MN,Yellow Medicine County,50311,,0.112
MO,Adair County,32870,0.175,0.215
MO,Adair County,35282,0.175,0.211
MO,Andrew County,55638,0.112,0.174
MO,Andrew County,54185,0.112,0.154
MO,Atchison County,45187,0.132,0.181
MO,Atchison County,43215,0.132,0.186
MO,Audrain County,38570,0.216,0.231
MO,Audrain County,41164,0.216,0.223
MO,Barry County,34712,0.177,0.251
MO,Barry County,36573,0.177,0.259
MO,Barton County,37460,0.166,0.238
MO,Barton County,37723,0.166,0.233
MO,Bates County,39382,0.163,0.219
MO,Bates County,38586,0.163,0.237
MO,Benton County,32409,0.172,0.239
MO,Benton County,32563,0.172,0.236
MO,Bollinger County,37664,0.178,0.235
MO,Bollinger County,37627,0.178,0.217
MO,Boone County,45885,0.108,0.171
MO,Boone County,49118,0.108,0.168
MO,Buchanan County,41774,0.225,0.203
MO,Buchanan County,43461,0.225,0.211
MO,Butler County,34414,0.276,0.222
MO,Butler County,35381,0.276,0.209
MO,Caldwell County,40814,0.114,0.224
MO,Caldwell County,41546,0.114,0.204
MO,Callaway County,44391,0.166,0.173
MO,Callaway County,45573,0.166,0.179
MO,Camden County,41858,0.174,0.221
MO,Camden County,41314,0.174,0.233
MO,Cape Girardeau County,45979,0.148,0.175
MO,Cape Girardeau County,44248,0.148,0.174
MO,Carroll County,41139,0.179,0.197
MO,Carroll County,41279,0.179,0.205
MO,Carter County,29156,,0.27
MO,Carter County,30017,,0.261
MO,Cass County,56402,0.126,0.165
MO,Cass County,63031,0.126,0.159
MO,Cedar County,32077,,0.25
MO,Cedar County,30816,,0.242
MO,Chariton County,41066,0.205,0.195
MO,Chariton County,40352,0.205,0.198
MO,Christian County,52413,0.12,0.209
MO,Christian County,51394,0.12,0.184
MO,Clark County,38650,0.265,0.235
MO,Clark County,39712,0.265,0.224
MO,Clay County,58151,0.143,0.158
MO,Clay County,60641,0.143,0.158
MO,Clinton County,55392,0.126,0.189
MO,Clinton County,52461,0.126,0.183
MO,Cole County,51555,0.137,0.15
MO,Cole County,52023,0.137,0.151
MO,Cooper County,42857,0.113,0.196
MO,Cooper County,44397,0.113,0.193
MO,Crawford County,34840,0.19,0.225
MO,Crawford County,37299,0.19,0.231
MO,Dade County,34416,,0.254
MO,Dade County,36720,,0.244
MO,Dallas County,33997,0.162,0.239
MO,Dallas County,37540,0.162,0.246
MO,Daviess County,39549,0.148,0.257
MO,Daviess County,38332,0.148,0.249
MO,DeKalb County,42004,0.12,0.188
MO,DeKalb County,44286,0.12,0.186
MO,Dent County,33413,0.393,0.236
MO,Dent County,34761,0.393,0.245
MO,Douglas County,30550,0.213,0.257
MO,Douglas County,31289,0.213,0.253
MO,Dunklin County,29976,0.294,0.229
MO,Dunklin County,32050,0.294,0.231
MO,Franklin County,45061,0.129,0.185
MO,Franklin County,51138,0.129,0.184
MO,Gasconade County,40723,0.289,0.224
MO,Gasconade County,41270,0.289,0.21
MO,Gentry County,38661,0.209,0.256
