State,County,Median household income,Poor or fair health,Uninsured adults
SC,York County,51427,0.126,0.209
SC,York County,54927,0.126,0.213
SD,Aurora County,46493,0.134,0.162
SD,Beadle County,46072,0.119,0.189
SD,Beadle County,43682,0.119,0.198
SD,Bennett County,33784,0.145,0.288
SD,Bennett County,35083,0.145,0.287
SD,Bon Homme County,41217,0.083,0.161
SD,Bon Homme County,45803,0.083,0.166
SD,Brookings County,49554,0.082,0.169
SD,Brookings County,51893,0.082,0.155
SD,Brown County,52239,0.113,0.133
SD,Brown County,50047,0.113,0.129
SD,Brule County,47417,0.125,0.189
SD,Brule County,45878,0.125,0.201
SD,Buffalo County,25179,0.214,0.313
SD,Buffalo County,21572,0.214,0.313
SD,Butte County,41328,0.118,0.218
SD,Butte County,41413,0.118,0.204
SD,Charles Mix County,37422,0.078,0.231
SD,Charles Mix County,37996,0.078,0.239
SD,Clark County,47901,0.12,0.194
SD,Clark County,45592,0.12,0.191
SD,Clay County,38484,0.052,0.195
SD,Clay County,41970,0.052,0.167
SD,Codington County,47400,0.108,0.163
SD,Codington County,49022,0.108,0.155
SD,Corson County,31312,0.208,0.27
SD,Corson County,31418,0.208,0.302
SD,Custer County,49902,0.117,0.152
SD,Custer County,51326,0.117,0.17
SD,Davison County,48941,0.111,0.161
SD,Davison County,47506,0.111,0.156
SD,Day County,41634,0.092,0.213
SD,Day County,44188,0.092,0.208
SD,Deuel County,48946,0.134,0.165
SD,Deuel County,52527,0.134,0.171
SD,Dewey County,33976,0.233,0.339
SD,Dewey County,34389,0.233,0.327
SD,Douglas County,49476,0.199,0.188
SD,Douglas County,48344,0.199,0.184
SD,Edmunds County,55098,0.083,0.158
SD,Edmunds County,51352,0.083,0.154
SD,Fall River County,38397,0.191,0.185
SD,Fall River County,39552,0.191,0.191
SD,Faulk County,46371,,0.177
SD,Faulk County,50092,,0.161
SD,Grant County,47740,0.178,0.173
SD,Grant County,51065,0.178,0.161
SD,Gregory County,35483,0.093,0.226
SD,Gregory County,35589,0.093,0.219
SD,Hamlin County,52404,,0.176
SD,Hamlin County,56860,,0.174
SD,Hand County,50424,0.057,0.155
SD,Hand County,50737,0.057,0.158
SD,Hanson County,60052,,0.176
SD,Hanson County,57800,,0.163
SD,Hughes County,55273,0.114,0.151
SD,Hughes County,57538,0.114,0.142
SD,Hutchinson County,45791,0.107,0.164
SD,Hutchinson County,44958,0.107,0.168
SD,Jackson County,38582,0.188,0.293
SD,Jackson County,35387,0.188,0.319
SD,Jerauld County,48126,0.075,0.171
SD,Kingsbury County,48628,,0.147
SD,Kingsbury County,50045,,0.163
SD,Lake County,50089,0.144,0.141
SD,Lake County,53116,0.144,0.131
SD,Lawrence County,42927,0.101,0.186
SD,Lawrence County,42867,0.101,0.172
SD,Lincoln County,78360,0.082,0.108
SD,Lincoln County,78567,0.082,0.091
SD,Lyman County,40874,0.122,0.272
SD,Lyman County,40057,0.122,0.266
SD,Marshall County,47765,0.152,0.196
SD,Marshall County,49254,0.152,0.206
SD,McCook County,49638,0.085,0.161
SD,McCook County,53478,0.085,0.145
SD,McPherson County,38222,0.073,0.207
SD,Meade County,51427,0.104,0.186
SD,Meade County,50711,0.104,0.166
SD,Mellette County,32164,0.133,0.281
SD,Mellette County,33460,0.133,0.286
SD,Miner County,46311,0.073,0.155
SD,Miner County,45787,0.073,0.149
SD,Minnehaha County,48932,0.098,0.157
SD,Minnehaha County,52382,0.098,0.156
SD,Moody County,51945,0.19,0.183
SD,Moody County,53712,0.19,0.177
SD,Pennington County,49033,0.11,0.181
SD,Pennington County,48886,0.11,0.181
SD,Perkins County,38695,,0.244
SD,Perkins County,40042,,0.217
SD,Potter County,47805,0.103,0.15
SD,Potter County,50887,0.103,0.151
SD,Roberts County,40759,0.09,0.232
SD,Roberts County,44626,0.09,0.247
SD,Sanborn County,44800,0.127,0.191
SD,Sanborn County,46936,0.127,0.194
SD,Shannon County,28406,0.196,0.25
SD,Shannon County,28512,0.196,0.249
SD,Spink County,48823,0.123,0.156
SD,Spink County,50274,0.123,0.161
SD,Stanley County,54512,0.137,0.185
SD,Stanley County,57188,0.137,0.195
SD,Todd County,28943,0.202,0.225
SD,Todd County,30549,0.202,0.263
SD,Tripp County,41905,0.099,0.222
SD,Tripp County,40975,0.099,0.213
SD,Turner County,52447,0.089,0.151
SD,Turner County,53115,0.089,0.149
SD,Union County,64772,0.104,0.094
SD,Union County,66831,0.104,0.101
SD,Walworth County,40622,0.184,0.193
SD,Walworth County,41030,0.184,0.182
SD,Yankton County,48284,0.114,0.172
SD,Yankton County,46599,0.114,0.163
SD,Ziebach County,30856,0.163,0.293
SD,Ziebach County,30465,0.163,0.277
TN,Anderson County,41038,0.194,0.19
TN,Anderson County,42365,0.194,0.166
TN,Bedford County,41726,0.223,0.263
TN,Bedford County,42288,0.223,0.258
TN,Benton County,33560,0.2,0.228
TN,Benton County,35559,0.2,0.229
TN,Bledsoe County,32591,0.27,0.26
TN,Bledsoe County,35715,0.27,0.24
TN,Blount County,46100,0.15,0.198
TN,Blount County,45348,0.15,0.182
TN,Bradley County,39821,0.195,0.23
TN,Bradley County,42665,0.195,0.198
TN,Campbell County,32895,0.354,0.207
TN,Campbell County,32325,0.354,0.204
TN,Cannon County,39262,0.2,0.21
TN,Cannon County,40809,0.2,0.214
TN,Carroll County,35591,0.203,0.203
TN,Carroll County,35929,0.203,0.205
TN,Carter County,33094,0.225,0.223
TN,Carter County,32773,0.225,0.211
TN,Cheatham County,51557,0.175,0.188
TN,Cheatham County,52544,0.175,0.199
TN,Chester County,40064,0.171,0.226
TN,Chester County,40779,0.171,0.202
TN,Claiborne County,33022,0.312,0.199
TN,Claiborne County,32775,0.312,0.202
TN,Clay County,29052,0.265,0.243
TN,Clay County,30587,0.265,0.227
TN,Cocke County,30141,0.267,0.232
TN,Cocke County,30950,0.267,0.224
TN,Coffee County,41328,0.188,0.219
TN,Coffee County,43375,0.188,0.215
TN,Crockett County,35838,0.229,0.238
TN,Crockett County,37085,0.229,0.246
TN,Cumberland County,39522,0.214,0.242
TN,Cumberland County,36163,0.214,0.227
TN,Davidson County,44864,0.144,0.236
TN,Davidson County,47239,0.144,0.226
TN,DeKalb County,35688,0.226,0.25
TN,DeKalb County,37392,0.226,0.246
TN,Decatur County,37167,0.251,0.227
TN,Decatur County,36213,0.251,0.223
TN,Dickson County,43501,0.224,0.222
TN,Dickson County,44991,0.224,0.192
TN,Dyer County,38121,0.193,0.195
TN,Dyer County,40158,0.193,0.177
TN,Fayette County,52163,0.163,0.172
TN,Fayette County,56058,0.163,0.171
TN,Fentress County,28388,0.326,0.223
TN,Fentress County,31065,0.326,0.226
TN,Franklin County,42066,0.178,0.195
TN,Franklin County,41477,0.178,0.199
TN,Gibson County,35807,0.226,0.203
TN,Gibson County,40083,0.226,0.194
TN,Giles County,38251,0.186,0.213
TN,Giles County,39880,0.186,0.196
TN,Grainger County,35278,0.199,0.23
TN,Grainger County,35301,0.199,0.213
TN,Greene County,34964,0.207,0.226
TN,Greene County,35980,0.207,0.211
TN,Grundy County,27915,0.359,0.232
TN,Grundy County,26101,0.359,0.237
TN,Hamblen County,36787,0.26,0.248
TN,Hamblen County,38807,0.26,0.246
TN,Hamilton County,47369,0.18,0.199
TN,Hamilton County,47373,0.18,0.195
TN,Hancock County,25301,0.293,0.223
TN,Hancock County,26000,0.293,0.211
TN,Hardeman County,32556,0.276,0.206
TN,Hardeman County,34766,0.276,0.205
TN,Hardin County,35154,0.271,0.226
TN,Hardin County,36154,0.271,0.213
TN,Hawkins County,36318,0.258,0.198
TN,Hawkins County,36102,0.258,0.196
TN,Haywood County,32614,0.251,0.213
TN,Haywood County,34557,0.251,0.204
TN,Henderson County,36983,0.168,0.2
TN,Henderson County,40960,0.168,0.202
TN,Henry County,35892,0.267,0.221
TN,Henry County,37327,0.267,0.21
TN,Hickman County,36356,0.236,0.23
TN,Hickman County,33816,0.236,0.223
TN,Houston County,37311,,0.207
TN,Houston County,37743,,0.203
TN,Humphreys County,42056,0.241,0.213
TN,Humphreys County,41954,0.241,0.211
TN,Jackson County,32013,0.289,0.23
TN,Jackson County,33158,0.289,0.233
TN,Jefferson County,39970,0.255,0.219
TN,Jefferson County,40490,0.255,0.217
TN,Johnson County,30020,0.256,0.214
TN,Johnson County,30652,0.256,0.215
TN,Knox County,46325,0.167,0.183
TN,Knox County,49105,0.167,0.181
TN,Lake County,26445,0.207,0.202
TN,Lake County,28391,0.207,0.205
TN,Lauderdale County,31672,0.252,0.213
TN,Lauderdale County,32169,0.252,0.216
TN,Lawrence County,36536,0.233,0.224
TN,Lawrence County,39532,0.233,0.224
TN,Lewis County,35062,0.276,0.241
TN,Lewis County,35097,0.276,0.236
TN,Lincoln County,42178,0.232,0.207
TN,Lincoln County,41453,0.232,0.187
TN,Loudon County,49616,0.127,0.204
TN,Loudon County,53230,0.127,0.2
TN,Macon County,35341,0.257,0.263
TN,Macon County,35432,0.257,0.25
TN,Madison County,42488,0.19,0.208
TN,Madison County,40750,0.19,0.208
TN,Marion County,39170,0.273,0.207
TN,Marion County,42128,0.273,0.201
TN,Marshall County,41455,0.214,0.236
TN,Marshall County,42363,0.214,0.223
TN,Maury County,43346,0.198,0.197
TN,Maury County,46497,0.198,0.197
TN,McMinn County,37502,0.305,0.214
TN,McMinn County,40543,0.305,0.216
TN,McNairy County,33110,0.263,0.218
TN,McNairy County,34596,0.263,0.212
TN,Meigs County,36361,0.332,0.208
TN,Meigs County,37874,0.332,0.206
TN,Monroe County,37850,0.214,0.24
TN,Monroe County,38061,0.214,0.233
TN,Montgomery County,48267,0.178,0.206
TN,Montgomery County,51059,0.178,0.184
TN,Moore County,47091,0.294,0.195
TN,Moore County,50802,0.294,0.193
TN,Morgan County,36170,0.264,0.207
TN,Morgan County,38027,0.264,0.205
TN,Obion County,38718,0.167,0.198
TN,Obion County,34469,0.167,0.208
TN,Overton County,33220,0.274,0.221
TN,Overton County,35457,0.274,0.208
TN,Perry County,31493,0.248,0.244
TN,Perry County,33017,0.248,0.245
TN,Pickett County,32023,,0.266
TN,Pickett County,32398,,0.227
TN,Polk County,36595,0.247,0.227
TN,Polk County,37375,0.247,0.214
TN,Putnam County,34060,0.166,0.253
TN,Putnam County,35554,0.166,0.24
TN,Rhea County,40682,0.246,0.221
TN,Rhea County,38860,0.246,0.207
TN,Roane County,41499,0.246,0.182
TN,Roane County,42037,0.246,0.177
TN,Robertson County,54065,0.154,0.222
TN,Robertson County,51093,0.154,0.206
TN,Rutherford County,53566,0.145,0.207
TN,Rutherford County,57056,0.145,0.195
TN,Scott County,29556,0.455,0.236
TN,Scott County,27749,0.455,0.221
TN,Sequatchie County,38695,0.265,0.221
TN,Sequatchie County,46460,0.265,0.216
TN,Sevier County,42490,0.207,0.271
TN,Sevier County,40444,0.207,0.273
TN,Shelby County,44382,0.158,0.233
TN,Shelby County,45067,0.158,0.21
TN,Smith County,42927,0.129,0.207
TN,Smith County,43689,0.129,0.192
TN,Stewart County,41685,0.296,0.209
TN,Stewart County,43513,0.296,0.194
TN,Sullivan County,38647,0.221,0.193
TN,Sullivan County,40385,0.221,0.19
TN,Sumner County,55100,0.205,0.187
TN,Sumner County,56077,0.205,0.17
TN,Tipton County,51246,0.241,0.183
TN,Tipton County,53183,0.241,0.182
TN,Trousdale County,41823,,0.225
TN,Trousdale County,41286,,0.209
TN,Unicoi County,36786,0.257,0.214
TN,Unicoi County,36568,0.257,0.202
TN,Union County,33866,,0.234
TN,Union County,35255,,0.226
TN,Van Buren County,35201,0.194,0.226
TN,Van Buren County,37393,0.194,0.207
TN,Warren County,33576,0.265,0.264
TN,Warren County,36327,0.265,0.249
TN,Washington County,42371,0.185,0.209
TN,Washington County,41542,0.185,0.201
TN,Wayne County,32016,0.222,0.24
TN,Wayne County,33318,0.222,0.215
TN,Weakley County,37595,0.23,0.218
TN,Weakley County,34809,0.23,0.191
TN,White County,34534,0.233,0.226
TN,White County,34320,0.233,0.22
TN,Williamson County,93003,0.069,0.115
TN,Williamson County,93241,0.069,0.103
TN,Wilson County,57676,0.169,0.17
TN,Wilson County,59655,0.169,0.16
TX,Anderson County,41530,0.213,0.317
TX,Anderson County,41279,0.213,0.3
TX,Andrews County,57690,0.282,0.315
TX,Andrews County,62781,0.282,0.29
TX,Angelina County,39747,0.259,0.309
TX,Angelina County,41804,0.259,0.299
TX,Aransas County,40883,,0.308
TX,Aransas County,41666,,0.305
TX,Archer County,55459,,0.271
TX,Archer County,56805,,0.268
TX,Armstrong County,52122,,0.243
TX,Atascosa County,44828,0.287,0.331
TX,Atascosa County,46631,0.287,0.305
TX,Austin County,51448,0.308,0.269
TX,Austin County,52042,0.308,0.292
TX,Bailey County,38504,,0.405
TX,Bailey County,37626,,0.395
TX,Bandera County,48492,,0.295
TX,Bandera County,50334,,0.284
TX,Bastrop County,50024,0.144,0.304
TX,Bastrop County,50151,0.144,0.305
TX,Baylor County,33164,0.108,0.293
TX,Baylor County,34563,0.108,0.279
TX,Bee County,39070,0.177,0.284
TX,Bee County,41804,0.177,0.279
TX,Bell County,48391,0.189,0.245
TX,Bell County,50223,0.189,0.235
TX,Bexar County,49651,0.167,0.284
TX,Bexar County,49655,0.167,0.286
TX,Blanco County,52668,,0.308
TX,Blanco County,54914,,0.295
TX,Bosque County,40763,,0.309
TX,Bosque County,42864,,0.324
TX,Bowie County,40574,0.204,0.277
TX,Bowie County,41657,0.204,0.261
TX,Brazoria County,64883,0.1,0.252
TX,Brazoria County,66337,0.1,0.266
TX,Brazos County,40064,0.126,0.282
TX,Brazos County,39732,0.126,0.256
TX,Brewster County,39235,0.163,0.313
TX,Brewster County,39106,0.163,0.294
TX,Brooks County,26857,,0.326
TX,Brooks County,27644,,0.337
TX,Brown County,43303,0.218,0.29
TX,Brown County,38636,0.218,0.279
TX,Burleson County,43561,,0.317
TX,Burleson County,45732,,0.308
TX,Burnet County,49685,0.081,0.327
TX,Burnet County,49286,0.081,0.321
TX,Caldwell County,42963,,0.344
TX,Caldwell County,46021,,0.309
TX,Calhoun County,44736,0.213,0.304
TX,Calhoun County,51004,0.213,0.283
TX,Callahan County,41874,,0.3
TX,Callahan County,42138,,0.279
TX,Cameron County,31080,0.301,0.481
TX,Cameron County,33905,0.301,0.491
TX,Camp County,37232,,0.35
TX,Camp County,37941,,0.349
TX,Carson County,53302,,0.174
TX,Carson County,59252,,0.179
TX,Cass County,36172,0.355,0.276
TX,Cass County,37546,0.355,0.259
TX,Castro County,40710,,0.417
TX,Castro County,40689,,0.433
TX,Chambers County,73031,,0.226
TX,Chambers County,74915,,0.209
TX,Cherokee County,35202,0.281,0.369
TX,Cherokee County,37735,0.281,0.343
TX,Childress County,34731,,0.29
TX,Childress County,33919,,0.28
TX,Clay County,51960,0.199,0.262
TX,Clay County,50336,0.199,0.234
TX,Cochran County,35652,,0.399
TX,Cochran County,37242,,0.396
TX,Coke County,37891,,0.333
TX,Coke County,38866,,0.318
TX,Coleman County,32231,,0.338
TX,Coleman County,33014,,0.327
TX,Collin County,81992,0.097,0.19
TX,Collin County,81315,0.097,0.188
TX,Collingsworth County,35484,,0.414
TX,Collingsworth County,35389,,0.382
TX,Colorado County,40702,,0.31
TX,Colorado County,42438,,0.313
TX,Comal County,59081,0.12,0.237
TX,Comal County,70322,0.12,0.237
TX,Comanche County,36522,0.221,0.382
TX,Comanche County,35434,0.221,0.363
TX,Concho County,37147,,0.31
TX,Concho County,39035,,0.314
TX,Cooke County,51473,,0.302
TX,Cooke County,53565,,0.297
TX,Coryell County,46132,0.191,0.23
TX,Coryell County,50161,0.191,0.234
TX,Crane County,55599,,0.293
TX,Crane County,58901,,0.281
TX,Crockett County,46713,,0.345
TX,Crockett County,50243,,0.319
TX,Crosby County,36492,,0.335
TX,Crosby County,35443,,0.345
TX,Dallam County,40312,,0.415
TX,Dallam County,42378,,0.393
TX,Dallas County,47343,0.173,0.369
TX,Dallas County,47902,0.173,0.358
TX,Dawson County,36312,,0.334
TX,Dawson County,38333,,0.332
TX,DeWitt County,40515,,0.281
TX,DeWitt County,45937,,0.256
TX,Deaf Smith County,39481,,0.405
TX,Deaf Smith County,37991,,0.39
TX,Delta County,37515,,0.292
TX,Delta County,37985,,0.305
TX,Denton County,71338,0.125,0.208
TX,Denton County,75099,0.125,0.216
TX,Dickens County,35491,,0.338
TX,Dimmit County,33342,,0.349
TX,Dimmit County,35801,,0.305
TX,Donley County,35081,,0.325
TX,Donley County,34861,,0.33
TX,Duval County,33223,,0.312
TX,Duval County,35118,,0.294
TX,Eastland County,37916,,0.337
TX,Eastland County,39959,,0.327
TX,Ector County,49784,0.207,0.335
TX,Ector County,53752,0.207,0.325
TX,Edwards County,34388,0.229,0.4
TX,Edwards County,35339,0.229,0.38
TX,El Paso County,40092,0.259,0.4
TX,El Paso County,39748,0.259,0.394
TX,Ellis County,58016,0.161,0.276
TX,Ellis County,59257,0.161,0.273
TX,Erath County,38636,0.142,0.371
TX,Erath County,40346,0.142,0.365
TX,Falls County,34388,,0.321
TX,Falls County,34376,,0.31
TX,Fannin County,43183,0.35,0.3
TX,Fannin County,42392,0.35,0.301
TX,Fayette County,46907,,0.27
TX,Fayette County,50938,,0.281
TX,Fisher County,38963,,0.277
TX,Fisher County,40691,,0.266
TX,Floyd County,34503,,0.33
TX,Floyd County,36534,,0.35
TX,Foard County,33484,,0.365
TX,Fort Bend County,86037,0.131,0.231
TX,Fort Bend County,87901,0.131,0.238
TX,Franklin County,40892,,0.29
TX,Franklin County,41497,,0.287
TX,Freestone County,45402,0.198,0.293
TX,Freestone County,44408,0.198,0.289
TX,Frio County,32276,,0.314
TX,Frio County,35405,,0.313
TX,Gaines County,46659,0.184,0.417
TX,Gaines County,49661,0.184,0.418
TX,Galveston County,59588,0.129,0.248
TX,Galveston County,60210,0.129,0.248
TX,Garza County,39988,,0.286
TX,Garza County,47134,,0.296
TX,Gillespie County,51132,,0.302
TX,Gillespie County,50443,,0.309
TX,Goliad County,46400,,0.238
TX,Goliad County,48458,,0.223
TX,Gonzales County,36006,,0.374
TX,Gonzales County,37051,,0.363
TX,Gray County,43131,0.148,0.336
TX,Gray County,48623,0.148,0.309
TX,Grayson County,46127,0.128,0.29
TX,Grayson County,44596,0.128,0.293
TX,Gregg County,43321,0.193,0.292
TX,Gregg County,46501,0.193,0.302
TX,Grimes County,42674,,0.324
TX,Grimes County,44486,,0.312
TX,Guadalupe County,62141,0.178,0.25
TX,Guadalupe County,59288,0.178,0.244
TX,Hale County,40118,0.196,0.343
TX,Hale County,39209,0.196,0.333
TX,Hall County,28656,,0.432
TX,Hall County,30380,,0.412
TX,Hamilton County,37386,,0.31
TX,Hamilton County,39448,,0.329
TX,Hansford County,51038,,0.354
TX,Hansford County,52207,,0.339
TX,Hardeman County,34601,,0.303
TX,Hardeman County,36726,,0.305
TX,Hardin County,52318,0.162,0.233
TX,Hardin County,52037,0.162,0.24
TX,Harris County,51298,0.174,0.344
TX,Harris County,52533,0.174,0.336
TX,Harrison County,44958,0.181,0.285
TX,Harrison County,43777,0.181,0.283
TX,Hartley County,61498,,0.272
TX,Hartley County,64558,,0.276
TX,Haskell County,31505,,0.322
TX,Haskell County,34473,,0.307
TX,Hays County,55819,0.133,0.265
TX,Hays County,59260,0.133,0.256
TX,Hemphill County,60499,,0.285
TX,Hemphill County,69124,,0.276
TX,Henderson County,38017,0.212,0.337
TX,Henderson County,39069,0.212,0.319
TX,Hidalgo County,33393,0.267,0.525
TX,Hidalgo County,34607,0.267,0.523
TX,Hill County,37610,0.257,0.338
TX,Hill County,40253,0.257,0.344
TX,Hockley County,46010,0.162,0.31
TX,Hockley County,50047,0.162,0.293
TX,Hood County,56591,0.179,0.276
TX,Hood County,59053,0.179,0.262
TX,Hopkins County,40228,0.179,0.341
TX,Hopkins County,41863,0.179,0.338
TX,Houston County,33650,0.337,0.342
TX,Houston County,34777,0.337,0.341
TX,Howard County,42256,0.27,0.284
TX,Howard County,46636,0.27,0.276
TX,Hudspeth County,30043,,0.453
TX,Hudspeth County,31354,,0.455
TX,Hunt County,42821,0.191,0.308
TX,Hunt County,44361,0.191,0.302
TX,Hutchinson County,50752,0.257,0.293
TX,Hutchinson County,50060,0.257,0.284
TX,Jack County,44064,,0.293
TX,Jack County,50168,,0.301
TX,Jackson County,45363,,0.285
TX,Jackson County,48338,,0.273
TX,Jasper County,39219,0.244,0.303
TX,Jasper County,39414,0.244,0.288
TX,Jeff Davis County,43065,0.116,0.327
TX,Jeff Davis County,44234,0.116,0.324
TX,Jefferson County,41207,0.151,0.293
TX,Jefferson County,42099,0.151,0.318
TX,Jim Hogg County,34546,,0.35
TX,Jim Hogg County,35854,,0.361
TX,Jim Wells County,43696,0.278,0.285
TX,Jim Wells County,41249,0.278,0.294
TX,Johnson County,56659,0.214,0.313
TX,Johnson County,55960,0.214,0.302
TX,Jones County,38066,,0.309
TX,Jones County,40621,,0.316
TX,Karnes County,37292,,0.261
TX,Karnes County,43413,,0.243
TX,Kaufman County,55044,0.14,0.282
TX,Kaufman County,61004,0.14,0.288
TX,Kendall County,68975,,0.226
TX,Kendall County,75860,,0.217
TX,Kerr County,40919,0.203,0.312
TX,Kerr County,42456,0.203,0.307
TX,Kimble County,38378,,0.376
TX,Kimble County,38019,,0.378
TX,Kinney County,38870,,0.314
TX,Kinney County,41271,,0.288
TX,Kleberg County,39237,0.171,0.298
TX,Kleberg County,39261,0.171,0.312
TX,Knox County,33182,,0.39
TX,Knox County,34419,,0.369
TX,La Salle County,32001,,0.355
TX,La Salle County,35491,,0.337
TX,Lamar County,37943,0.19,0.294
TX,Lamar County,37593,0.19,0.3
TX,Lamb County,34505,,0.371
TX,Lamb County,36717,,0.351
TX,Lampasas County,48442,,0.318
TX,Lampasas County,48746,,0.301
TX,Lavaca County,41606,0.352,0.285
TX,Lavaca County,43827,0.352,0.274
TX,Lee County,49906,,0.305
TX,Lee County,52088,,0.287
TX,Leon County,42201,0.197,0.327
TX,Leon County,43617,0.197,0.316
TX,Liberty County,48441,0.203,0.33
TX,Liberty County,46176,0.203,0.327
TX,Limestone County,36496,0.498,0.297
TX,Limestone County,36537,0.498,0.295
TX,Lipscomb County,51003,,0.336
TX,Lipscomb County,56484,,0.325
TX,Live Oak County,44573,,0.258
TX,Live Oak County,49726,,0.253
TX,Llano County,44316,,0.272
TX,Llano County,45669,,0.278
TX,Lubbock County,41555,0.179,0.283
TX,Lubbock County,46223,0.179,0.261
TX,Lynn County,34852,,0.322
TX,Lynn County,37678,,0.317
TX,Madison County,36579,,0.368
TX,Madison County,37460,,0.349
TX,Marion County,33330,,0.292
TX,Marion County,36090,,0.299
TX,Martin County,47358,,0.308
TX,Martin County,50004,,0.311
TX,Mason County,42128,,0.312
TX,Mason County,42087,,0.353
TX,Matagorda County,40860,0.222,0.335
TX,Matagorda County,42036,0.222,0.326
TX,Maverick County,31313,0.257,0.463
TX,Maverick County,32073,0.257,0.448
TX,McCulloch County,36483,,0.335
TX,McCulloch County,38408,,0.327
TX,McLennan County,40855,0.208,0.292
TX,McLennan County,41066,0.208,0.287
TX,Medina County,51345,0.143,0.304
TX,Medina County,53714,0.143,0.289
TX,Menard County,31608,,0.393
TX,Menard County,31390,,0.373
TX,Midland County,61268,0.149,0.278
TX,Midland County,71151,0.149,0.257
TX,Milam County,38715,0.327,0.299
TX,Milam County,40120,0.327,0.294
TX,Mills County,39396,,0.356
TX,Mills County,40318,,0.377
TX,Mitchell County,37395,,0.266
TX,Mitchell County,47677,,0.273
TX,Montague County,45996,,0.313
TX,Montague County,41516,,0.312
TX,Montgomery County,65874,0.151,0.259
TX,Montgomery County,69317,0.151,0.255
TX,Moore County,47445,,0.379
TX,Moore County,46991,,0.366
TX,Morris County,35294,,0.289
TX,Morris County,36366,,0.282
TX,Nacogdoches County,35183,0.214,0.337
TX,Nacogdoches County,36775,0.214,0.324
TX,Navarro County,40624,0.234,0.33
TX,Navarro County,38423,0.234,0.329
TX,Newton County,35830,,0.289
TX,Newton County,38544,,0.274
TX,Nolan County,34941,,0.304
TX,Nolan County,35846,,0.292
TX,Nueces County,48066,0.2,0.3
TX,Nueces County,48324,0.2,0.291
TX,Ochiltree County,55700,,0.374
TX,Ochiltree County,60650,,0.35
TX,Oldham County,52431,,0.21
TX,Orange County,49238,0.158,0.26
TX,Orange County,51340,0.158,0.253
TX,Palo Pinto County,40817,0.221,0.33
TX,Palo Pinto County,39660,0.221,0.32
TX,Panola County,50916,0.153,0.262
TX,Panola County,49792,0.153,0.261
TX,Parker County,63720,0.156,0.245
TX,Parker County,61199,0.156,0.248
TX,Parmer County,44256,,0.382
TX,Parmer County,41784,,0.39
TX,Pecos County,42378,0.185,0.343
TX,Pecos County,43766,0.185,0.326
TX,Polk County,40254,0.225,0.342
TX,Polk County,39833,0.225,0.317
TX,Potter County,35754,0.248,0.367
TX,Potter County,37366,0.248,0.357
TX,Presidio County,32861,0.176,0.458
TX,Presidio County,32766,0.176,0.437
TX,Rains County,41349,,0.328
TX,Rains County,42183,,0.318
TX,Randall County,56716,0.14,0.226
TX,Randall County,60439,0.14,0.225
TX,Reagan County,56680,,0.348
TX,Reagan County,61724,,0.333
TX,Real County,33598,,0.395
TX,Real County,34556,,0.388
TX,Red River County,33153,0.327,0.302
TX,Red River County,31409,0.327,0.309
TX,Reeves County,34431,,0.342
TX,Reeves County,37053,,0.333
TX,Refugio County,40970,,0.268
TX,Refugio County,45214,,0.261
TX,Robertson County,39771,,0.319
TX,Robertson County,40631,,0.321
TX,Rockwall County,85164,,0.21
TX,Rockwall County,92466,,0.205
TX,Runnels County,35593,,0.322
TX,Runnels County,36769,,0.303
TX,Rusk County,44478,0.151,0.318
TX,Rusk County,44349,0.151,0.3
TX,Sabine County,35805,,0.28
TX,Sabine County,37576,,0.295
TX,San Augustine County,31714,,0.31
TX,San Augustine County,32140,,0.297
TX,San Jacinto County,42160,,0.335
TX,San Jacinto County,42320,,0.322
TX,San Patricio County,48287,0.196,0.286
TX,San Patricio County,46781,0.196,0.272
TX,San Saba County,37107,,0.35
TX,San Saba County,36030,,0.341
TX,Schleicher County,47322,,0.307
TX,Schleicher County,50402,,0.312
TX,Scurry County,49340,0.117,0.296
TX,Scurry County,53219,0.117,0.293
TX,Shackelford County,48779,,0.3
TX,Shackelford County,51116,,0.288
TX,Shelby County,37122,0.168,0.361
TX,Shelby County,36565,0.168,0.358
TX,Sherman County,48054,,0.367
TX,Smith County,46305,0.181,0.297
TX,Smith County,47711,0.181,0.3
TX,Somervell County,52988,,0.263
TX,Somervell County,56282,,0.259
TX,Starr County,23358,0.333,0.473
TX,Starr County,25408,0.333,0.466
TX,Stephens County,40805,,0.345
TX,Stephens County,43779,,0.336
TX,Sutton County,60695,,0.338
TX,Sutton County,59098,,0.315
TX,Swisher County,37076,,0.328
TX,Swisher County,35601,,0.328
TX,Tarrant County,56030,0.145,0.284
TX,Tarrant County,56906,0.145,0.294
TX,Taylor County,43181,0.169,0.26
TX,Taylor County,44081,0.169,0.276
TX,Terry County,34928,0.237,0.348
TX,Terry County,37489,0.237,0.35
TX,Titus County,39312,0.184,0.384
TX,Titus County,40501,0.184,0.377
TX,Tom Green County,43393,0.193,0.303
TX,Tom Green County,45405,0.193,0.281
TX,Travis County,57293,0.131,0.264
TX,Travis County,60372,0.131,0.255
TX,Trinity County,33771,0.242,0.318
TX,Trinity County,33447,0.242,0.313
TX,Tyler County,39255,0.255,0.292
TX,Tyler County,40986,0.255,0.289
TX,Upshur County,43356,,0.295
TX,Upshur County,46489,,0.274
TX,Upton County,49846,,0.33
TX,Upton County,54549,,0.306
TX,Uvalde County,32920,0.198,0.359
TX,Uvalde County,35813,0.198,0.357
TX,Val Verde County,39864,0.306,0.373
