State,County,Median household income
AK,Aleutians West Census Area,69192
AK,Aleutians West Census Area,74088
AK,Anchorage Borough,71094
AK,Anchorage Borough,76362
AK,Bethel Census Area,41722
AK,Bethel Census Area,42876
AK,Dillingham Census Area,47498
AK,Dillingham Census Area,47930
AK,Fairbanks North Star Borough,63979
AK,Fairbanks North Star Borough,67204
AK,Haines Borough,49890
AK,Haines Borough,55295
AK,Juneau Borough,76967
AK,Juneau Borough,83642
AK,Kenai Peninsula Borough,60431
AK,Kenai Peninsula Borough,61629
AK,Ketchikan Gateway Borough,61296
AK,Ketchikan Gateway Borough,62619
AK,Kodiak Island Borough,61498
AK,Kodiak Island Borough,64782
AK,Lake and Peninsula Borough,44657
AK,Lake and Peninsula Borough,43936
AK,Matanuska-Susitna Borough,68109
AK,Matanuska-Susitna Borough,72371
AK,Nome Census Area,47022
AK,Nome Census Area,46471
AK,North Slope Borough,69138
AK,North Slope Borough,74174
AK,Northwest Arctic Borough,52945
AK,Northwest Arctic Borough,54600
AK,Prince of Wales-Outer Ketchikan Census Area,44721
AK,Prince of Wales-Outer Ketchikan Census Area,48175
AK,Sitka Borough,61771
AK,Sitka Borough,66038
AK,Skagway-Hoonah-Angoon Census Area,48137
AK,Skagway-Hoonah-Angoon Census Area,49138
AK,Southeast Fairbanks Census Area,56456
AK,Southeast Fairbanks Census Area,54922
AK,Valdez-Cordova Census Area,65098
AK,Valdez-Cordova Census Area,63541
AK,Wade Hampton Census Area,32860
AK,Wade Hampton Census Area,31274
AK,Wrangell-Petersburg Census Area,53745
AK,Wrangell-Petersburg Census Area,54624
AK,Yukon-Koyukuk Census Area,33998
AK,Yukon-Koyukuk Census Area,35114
AL,Autauga County,51441
AL,Autauga County,51868
AL,Baldwin County,48867
AL,Baldwin County,47539
AL,Barbour County,30287
AL,Barbour County,30981
AL,Bibb County,37392
AL,Bibb County,39781
AL,Blount County,44225
AL,Blount County,44392
AL,Bullock County,25854
AL,Bullock County,25937
AL,Butler County,30605
AL,Butler County,31041
AL,Calhoun County,39212
AL,Calhoun County,37898
AL,Chambers County,32320
AL,Chambers County,33883
AL,Cherokee County,37868
AL,Cherokee County,37478
AL,Chilton County,39621
AL,Chilton County,41348
AL,Choctaw County,33390
AL,Choctaw County,33581
AL,Clarke County,34606
AL,Clarke County,34593
AL,Clay County,34579
AL,Clay County,33344
AL,Cleburne County,38235
AL,Cleburne County,40407
AL,Coffee County,45631
AL,Coffee County,44666
AL,Colbert County,39771
AL,Colbert County,40032
AL,Conecuh County,27110
AL,Conecuh County,27196
AL,Coosa County,32960
AL,Coosa County,35175
AL,Covington County,34017
AL,Covington County,35187
AL,Crenshaw County,33648
AL,Crenshaw County,34105
AL,Cullman County,37938
AL,Cullman County,40142
AL,Dale County,40125
AL,Dale County,41805
AL,Dallas County,27400
AL,Dallas County,27524
AL,DeKalb County,37644
AL,DeKalb County,36713
AL,Elmore County,52324
AL,Elmore County,51650
AL,Escambia County,33588
AL,Escambia County,33455
AL,Etowah County,35737
AL,Etowah County,38587
AL,Fayette County,35720
AL,Fayette County,35661
AL,Franklin County,33173
AL,Franklin County,33332
AL,Geneva County,33347
AL,Geneva County,35378
AL,Greene County,24592
AL,Greene County,25864
AL,Hale County,31025
AL,Hale County,33597
AL,Henry County,37108
AL,Henry County,41590
AL,Houston County,40609
AL,Houston County,39636
AL,Jackson County,39618
AL,Jackson County,37204
AL,Jefferson County,43967
AL,Jefferson County,45024
AL,Lamar County,33940
AL,Lamar County,36475
AL,Lauderdale County,41536
AL,Lauderdale County,43586
AL,Lawrence County,38524
AL,Lawrence County,40713
AL,Lee County,43182
AL,Lee County,44647
AL,Limestone County,49616
AL,Limestone County,50148
AL,Lowndes County,28544
AL,Lowndes County,29734
AL,Macon County,27709
AL,Macon County,29228
AL,Madison County,57072
AL,Madison County,58258
AL,Marengo County,31888
AL,Marengo County,33749
AL,Marion County,32237
AL,Marion County,34162
AL,Marshall County,36960
AL,Marshall County,38399
AL,Mobile County,39546
AL,Mobile County,42278
AL,Monroe County,36221
AL,Monroe County,32696
AL,Montgomery County,41430
AL,Montgomery County,44013
AL,Morgan County,44766
AL,Morgan County,44079
AL,Perry County,25215
AL,Perry County,25461
AL,Pickens County,31433
AL,Pickens County,32314
AL,Pike County,32411
AL,Pike County,35944
AL,Randolph County,35024
AL,Randolph County,35121
AL,Russell County,34310
AL,Russell County,35762
AL,Shelby County,67244
AL,Shelby County,68718
AL,St. Clair County,50989
AL,St. Clair County,52437
AL,Sumter County,24059
AL,Sumter County,24504
AL,Talladega County,34785
AL,Talladega County,38505
AL,Tallapoosa County,36463
AL,Tallapoosa County,37747
AL,Tuscaloosa County,41495
AL,Tuscaloosa County,45959
AL,Walker County,36600
AL,Walker County,37193
AL,Washington County,39173
AL,Washington County,41115
AL,Wilcox County,22126
AL,Wilcox County,23184
AL,Winston County,32663
AL,Winston County,33578
AR,Arkansas County,37907
AR,Arkansas County,38497
AR,Ashley County,39276
AR,Ashley County,36479
AR,Baxter County,35315
AR,Baxter County,36082
AR,Benton County,52717
AR,Benton County,56518
AR,Boone County,35848
AR,Boone County,38410
AR,Bradley County,31940
AR,Bradley County,31733
AR,Calhoun County,36216
AR,Calhoun County,37497
AR,Carroll County,34096
AR,Carroll County,34109
AR,Chicot County,26911
AR,Chicot County,28006
AR,Clark County,34482
AR,Clark County,36517
AR,Clay County,32642
AR,Clay County,33488
AR,Cleburne County,41337
AR,Cleburne County,41612
AR,Cleveland County,41338
AR,Cleveland County,42414
AR,Columbia County,35024
AR,Columbia County,36927
AR,Conway County,35832
AR,Conway County,38145
AR,Craighead County,42437
AR,Craighead County,41608
AR,Crawford County,39367
AR,Crawford County,39384
AR,Crittenden County,36588
AR,Crittenden County,37726
AR,Cross County,35839
AR,Cross County,35438
AR,Dallas County,30984
AR,Dallas County,32591
AR,Desha County,30298
AR,Desha County,30241
AR,Drew County,33682
AR,Drew County,35249
AR,Faulkner County,49843
AR,Faulkner County,49936
AR,Franklin County,39763
AR,Franklin County,38874
AR,Fulton County,31988
AR,Fulton County,33439
AR,Garland County,39617
AR,Garland County,39057
AR,Grant County,47421
AR,Grant County,47089
AR,Greene County,38771
AR,Greene County,40840
AR,Hempstead County,32292
AR,Hempstead County,33715
AR,Hot Spring County,41754
AR,Hot Spring County,39927
AR,Howard County,33049
AR,Howard County,32740
AR,Independence County,37818
AR,Independence County,37761
AR,Izard County,29663
AR,Izard County,33308
AR,Jackson County,30604
AR,Jackson County,32923
AR,Jefferson County,36346
AR,Jefferson County,36169
AR,Johnson County,34322
AR,Johnson County,33634
AR,Lafayette County,28857
AR,Lafayette County,30642
AR,Lawrence County,29229
AR,Lawrence County,34740
AR,Lee County,26046
AR,Lee County,27068
AR,Lincoln County,36222
AR,Lincoln County,36062
AR,Little River County,35406
AR,Little River County,36310
AR,Logan County,33850
AR,Logan County,34090
AR,Lonoke County,51212
AR,Lonoke County,55648
AR,Madison County,33428
AR,Madison County,36358
AR,Marion County,31516
AR,Marion County,34217
AR,Miller County,38225
AR,Miller County,40005
AR,Mississippi County,34058
AR,Mississippi County,34285
AR,Monroe County,29032
AR,Monroe County,29870
AR,Montgomery County,32779
AR,Montgomery County,31763
AR,Nevada County,32107
AR,Nevada County,33341
AR,Newton County,29316
AR,Newton County,31824
AR,Ouachita County,32749
AR,Ouachita County,35006
AR,Perry County,40119
AR,Perry County,42328
AR,Phillips County,26013
AR,Phillips County,25894
AR,Pike County,33144
AR,Pike County,35592
AR,Poinsett County,32248
AR,Poinsett County,34113
AR,Polk County,31749
AR,Polk County,31818
AR,Pope County,40206
AR,Pope County,39704
AR,Prairie County,36191
AR,Prairie County,38921
AR,Pulaski County,44819
AR,Pulaski County,46526
AR,Randolph County,33870
AR,Randolph County,33148
AR,Saline County,57787
AR,Saline County,54921
AR,Scott County,30630
AR,Scott County,32404
AR,Searcy County,26330
AR,Searcy County,27299
AR,Sebastian County,38730
AR,Sebastian County,41685
AR,Sevier County,32662
AR,Sevier County,33698
AR,Sharp County,30076
AR,Sharp County,31224
AR,St. Francis County,32932
AR,St. Francis County,29011
AR,Stone County,28442
AR,Stone County,27522
AR,Union County,40026
AR,Union County,38132
AR,Van Buren County,35876
AR,Van Buren County,35111
AR,Washington County,41856
AR,Washington County,43302
AR,White County,40950
AR,White County,43363
AR,Woodruff County,29184
AR,Woodruff County,29159
AR,Yell County,38322
AR,Yell County,34679
AZ,Apache County,32886
AZ,Apache County,30252
AZ,Cochise County,43017
AZ,Cochise County,45294
AZ,Coconino County,45509
AZ,Coconino County,48732
AZ,Gila County,38267
AZ,Gila County,39868
AZ,Graham County,41080
AZ,Graham County,43497
AZ,Greenlee County,53312
AZ,Greenlee County,54673
AZ,La Paz County,35236
AZ,La Paz County,33994
AZ,Maricopa County,51442
AZ,Maricopa County,52066
AZ,Mohave County,34966
AZ,Mohave County,38560
AZ,Navajo County,34662
AZ,Navajo County,37182
AZ,Pima County,44745
AZ,Pima County,43926
AZ,Pinal County,50362
AZ,Pinal County,49887
AZ,Santa Cruz County,36660
AZ,Santa Cruz County,35753
AZ,Yavapai County,43397
AZ,Yavapai County,40486
AZ,Yuma County,39072
AZ,Yuma County,40498
CA,Alameda County,70209
CA,Alameda County,72128
CA,Amador County,51388
CA,Amador County,52357
CA,Butte County,40748
CA,Butte County,42395
CA,Calaveras County,50962
CA,Calaveras County,52598
CA,Colusa County,49871
CA,Colusa County,48897
CA,Contra Costa County,74208
CA,Contra Costa County,78909
CA,Del Norte County,37305
CA,Del Norte County,38663
CA,El Dorado County,68446
CA,El Dorado County,63002
CA,Fresno County,41563
CA,Fresno County,43741
CA,Glenn County,41201
CA,Glenn County,42129
CA,Humboldt County,39837
CA,Humboldt County,40882
CA,Imperial County,38185
CA,Imperial County,40106
CA,Inyo County,45748
CA,Inyo County,45784
CA,Kern County,45599
CA,Kern County,46688
CA,Kings County,45464
CA,Kings County,45794
CA,Lake County,35437
CA,Lake County,36973
CA,Lassen County,47480
CA,Lassen County,50487
CA,Los Angeles County,52929
CA,Los Angeles County,54443
CA,Madera County,42054
CA,Madera County,41223
CA,Marin County,88654
CA,Marin County,94347
CA,Mariposa County,43166
CA,Mariposa County,45251
CA,Mendocino County,41088
CA,Mendocino County,42001
CA,Merced County,42552
CA,Merced County,41003
CA,Modoc County,36724
CA,Modoc County,37055
CA,Mono County,53067
CA,Mono County,55107
CA,Monterey County,56038
CA,Monterey County,55411
CA,Napa County,65698
CA,Napa County,68619
CA,Nevada County,54230
CA,Nevada County,55246
CA,Orange County,71866
CA,Orange County,73827
CA,Placer County,69521
CA,Placer County,73643
CA,Plumas County,46450
CA,Plumas County,47645
CA,Riverside County,52416
CA,Riverside County,53909
CA,Sacramento County,52617
CA,Sacramento County,52980
CA,San Benito County,60577
CA,San Benito County,66780
CA,San Bernardino County,50603
CA,San Bernardino County,52112
CA,San Diego County,60235
CA,San Diego County,61365
CA,San Francisco County,72093
CA,San Francisco County,76933
CA,San Joaquin County,50431
CA,San Joaquin County,51219
CA,San Luis Obispo County,58427
CA,San Luis Obispo County,57743
CA,San Mateo County,81568
CA,San Mateo County,91061
CA,Santa Barbara County,60683
CA,Santa Barbara County,60803
CA,Santa Clara County,91195
CA,Santa Clara County,91843
CA,Santa Cruz County,65799
CA,Santa Cruz County,65282
CA,Shasta County,44477
CA,Shasta County,41236
CA,Sierra County,45157
CA,Sierra County,46449
CA,Siskiyou County,36597
CA,Siskiyou County,37108
CA,Solano County,61976
CA,Solano County,63398
CA,Sonoma County,59855
CA,Sonoma County,61020
CA,Stanislaus County,46324
CA,Stanislaus County,47808
CA,Sutter County,46524
CA,Sutter County,47903
CA,Tehama County,38577
CA,Tehama County,43459
CA,Trinity County,35162
CA,Trinity County,35708
CA,Tulare County,40197
CA,Tulare County,39657
CA,Tuolumne County,46624
CA,Tuolumne County,50774
CA,Ventura County,71043
CA,Ventura County,76513
CA,Yolo County,51040
CA,Yolo County,55011
CA,Yuba County,41599
CA,Yuba County,41824
CO,Adams County,55695
CO,Adams County,54876
CO,Alamosa County,37731
CO,Alamosa County,37484
CO,Arapahoe County,60525
CO,Arapahoe County,61092
CO,Archuleta County,46127
CO,Archuleta County,44417
CO,Baca County,37775
CO,Baca County,35787
CO,Bent County,33540
CO,Bent County,34440
CO,Boulder County,66894
CO,Boulder County,71405
CO,Broomfield County,81040
CO,Broomfield County,79117
CO,Chaffee County,44651
CO,Chaffee County,48012
CO,Cheyenne County,51093
CO,Cheyenne County,50379
CO,Clear Creek County,65359
CO,Clear Creek County,63489
CO,Conejos County,31970
CO,Conejos County,34923
CO,Costilla County,26075
CO,Costilla County,28233
CO,Crowley County,30460
CO,Crowley County,31477
CO,Custer County,46744
CO,Custer County,47268
CO,Delta County,41208
CO,Delta County,41730
CO,Denver County,50455
CO,Denver County,51156
CO,Dolores County,39254
CO,Dolores County,42416
CO,Douglas County,98426
CO,Douglas County,105192
CO,Eagle County,69870
CO,Eagle County,78517
CO,El Paso County,55312
CO,El Paso County,57072
CO,Elbert County,81528
CO,Elbert County,80972
CO,Fremont County,40809
CO,Fremont County,41412
CO,Garfield County,54088
CO,Garfield County,57364
CO,Gilpin County,61447
CO,Gilpin County,64962
CO,Grand County,56191
CO,Grand County,57312
CO,Gunnison County,49861
CO,Gunnison County,48391
CO,Huerfano County,31574
CO,Huerfano County,32418
CO,Jefferson County,67401
CO,Jefferson County,68161
CO,Kiowa County,42378
CO,Kit Carson County,44059
CO,Kit Carson County,39633
CO,La Plata County,55888
CO,La Plata County,58675
CO,Lake County,45504
CO,Lake County,47547
CO,Larimer County,56132
CO,Larimer County,59337
CO,Las Animas County,38713
CO,Las Animas County,38547
CO,Lincoln County,38098
CO,Lincoln County,41510
CO,Logan County,42740
CO,Logan County,43561
CO,Mesa County,46940
CO,Mesa County,48108
CO,Moffat County,57023
CO,Moffat County,58890
CO,Montezuma County,40351
CO,Montezuma County,43655
CO,Montrose County,45226
CO,Montrose County,43946
CO,Morgan County,44577
CO,Morgan County,46332
CO,Otero County,35026
CO,Otero County,36811
CO,Ouray County,61657
CO,Ouray County,58137
CO,Park County,60731
CO,Park County,57510
CO,Phillips County,46216
CO,Phillips County,46805
CO,Pitkin County,67057
CO,Pitkin County,71012
CO,Prowers County,36580
CO,Prowers County,38830
CO,Pueblo County,41209
CO,Pueblo County,41352
CO,Rio Blanco County,57922
CO,Rio Blanco County,59364
CO,Rio Grande County,37837
CO,Rio Grande County,39834
CO,Routt County,62271
CO,Routt County,63763
CO,Saguache County,30197
CO,Saguache County,35310
CO,San Miguel County,53477
CO,San Miguel County,53674
CO,Sedgwick County,37633
CO,Sedgwick County,39980
CO,Summit County,61286
CO,Summit County,63236
CO,Teller County,59558
CO,Teller County,62725
CO,Washington County,43446
CO,Washington County,45572
CO,Weld County,55332
CO,Weld County,58404
CO,Yuma County,45059
CO,Yuma County,45487
CT,Fairfield County,79536
CT,Fairfield County,81816
CT,Hartford County,63374
CT,Hartford County,63491
CT,Litchfield County,67746
CT,Litchfield County,70519
CT,Middlesex County,74588
CT,Middlesex County,75335
CT,New Haven County,59217
CT,New Haven County,58672
CT,New London County,65573
CT,New London County,62638
CT,Tolland County,75048
CT,Tolland County,73660
CT,Windham County,54221
CT,Windham County,55948
DC,District of Columbia,66326
DE,Kent County,51695
DE,Kent County,53811
DE,New Castle County,62086
DE,New Castle County,63033
DE,Sussex County,48684
DE,Sussex County,50207
FL,Alachua County,41297
FL,Alachua County,39614
FL,Baker County,45721
FL,Baker County,46505
FL,Bay County,45259
FL,Bay County,45249
FL,Bradford County,38680
FL,Bradford County,40668
FL,Brevard County,46332
FL,Brevard County,46677
FL,Broward County,49564
FL,Broward County,50343
FL,Calhoun County,33418
FL,Calhoun County,33977
FL,Charlotte County,44454
FL,Charlotte County,43611
FL,Citrus County,38937
FL,Citrus County,39285
FL,Clay County,56359
FL,Clay County,57991
FL,Collier County,54475
FL,Collier County,55584
FL,Columbia County,37091
FL,Columbia County,41722
FL,DeSoto County,33602
FL,DeSoto County,33198
FL,Dixie County,31913
FL,Dixie County,31649
FL,Duval County,43835
FL,Duval County,47876
FL,Escambia County,44539
FL,Escambia County,42742
FL,Flagler County,44460
FL,Flagler County,47872
FL,Franklin County,37868
FL,Franklin County,33471
FL,Gadsden County,35854
FL,Gadsden County,34348
FL,Gilchrist County,38016
FL,Gilchrist County,39854
FL,Glades County,37004
FL,Glades County,39003
FL,Gulf County,34940
FL,Gulf County,38880
FL,Hamilton County,32232
FL,Hamilton County,33836
FL,Hardee County,34012
FL,Hardee County,34884
FL,Hendry County,36515
FL,Hendry County,37085
FL,Hernando County,37093
FL,Hernando County,39280
FL,Highlands County,34722
FL,Highlands County,34054
FL,Hillsborough County,46534
FL,Hillsborough County,49510
FL,Holmes County,36272
FL,Holmes County,33220
FL,Indian River County,42638
FL,Indian River County,44326
FL,Jackson County,34978
FL,Jackson County,36332
FL,Jefferson County,38244
FL,Jefferson County,39494
FL,Lafayette County,34054
FL,Lafayette County,37120
FL,Lake County,41579
FL,Lake County,44244
FL,Lee County,46396
FL,Lee County,46605
FL,Leon County,46014
FL,Leon County,46975
FL,Levy County,32815
FL,Levy County,33193
FL,Liberty County,37726
FL,Liberty County,36561
FL,Madison County,31469
FL,Madison County,30391
FL,Manatee County,46999
FL,Manatee County,48066
FL,Marion County,37287
FL,Marion County,38783
FL,Martin County,47120
FL,Martin County,51159
FL,Miami-Dade County,41311
FL,Miami-Dade County,41840
FL,Monroe County,52152
FL,Monroe County,50380
FL,Nassau County,55367
FL,Nassau County,56987
FL,Okaloosa County,52381
FL,Okaloosa County,54265
FL,Okeechobee County,34742
FL,Okeechobee County,35954
FL,Orange County,45565
FL,Orange County,46675
FL,Osceola County,42743
FL,Osceola County,41592
FL,Palm Beach County,51217
FL,Palm Beach County,51768
FL,Pasco County,42695
FL,Pasco County,45454
FL,Pinellas County,44819
FL,Pinellas County,43773
FL,Polk County,41337
FL,Polk County,42447
FL,Putnam County,33593
FL,Putnam County,32852
FL,Santa Rosa County,59854
FL,Santa Rosa County,54876
FL,Sarasota County,48239
FL,Sarasota County,48717
FL,Seminole County,54901
FL,Seminole County,55195
FL,St. Johns County,62112
FL,St. Johns County,66312
FL,St. Lucie County,41934
FL,St. Lucie County,42825
FL,Sumter County,47017
FL,Sumter County,52670
FL,Suwannee County,34434
FL,Suwannee County,35666
FL,Taylor County,36257
FL,Taylor County,38370
FL,Union County,39486
FL,Union County,40841
FL,Volusia County,40114
FL,Volusia County,40908
FL,Wakulla County,46773
FL,Wakulla County,47430
FL,Walton County,40239
FL,Walton County,45357
FL,Washington County,36560
FL,Washington County,35671
GA,Appling County,35757
GA,Appling County,36915
GA,Atkinson County,28693
GA,Atkinson County,30883
GA,Bacon County,32460
GA,Bacon County,33781
GA,Baker County,30042
GA,Baker County,37135
GA,Baldwin County,35412
GA,Baldwin County,35815
GA,Banks County,43102
GA,Banks County,42495
GA,Barrow County,49608
GA,Barrow County,54668
GA,Bartow County,46693
GA,Bartow County,46330
GA,Ben Hill County,29155
GA,Ben Hill County,30090
GA,Berrien County,32955
GA,Berrien County,37903
GA,Bibb County,36198
GA,Bibb County,36816
GA,Bleckley County,40922
GA,Bleckley County,40369
GA,Brantley County,36303
GA,Brantley County,36758
GA,Brooks County,32176
GA,Brooks County,34367
GA,Bryan County,61561
GA,Bryan County,66066
GA,Bulloch County,35078
GA,Bulloch County,36484
GA,Burke County,32324
GA,Burke County,32675
GA,Butts County,42815
GA,Butts County,43330
GA,Calhoun County,28818
GA,Calhoun County,30727
GA,Camden County,51638
GA,Camden County,49098
GA,Candler County,31703
GA,Candler County,31427
GA,Carroll County,43636
GA,Carroll County,45493
GA,Catoosa County,46600
GA,Catoosa County,50847
GA,Charlton County,32626
GA,Charlton County,35165
GA,Chatham County,42694
GA,Chatham County,45254
GA,Chattahoochee County,43020
GA,Chattahoochee County,46893
GA,Chattooga County,34976
GA,Chattooga County,34440
GA,Cherokee County,68800
GA,Cherokee County,67686
GA,Clarke County,32720
GA,Clarke County,32864
GA,Clay County,26957
GA,Clay County,27102
GA,Clayton County,37594
GA,Clayton County,40606
GA,Clinch County,31347
GA,Clinch County,30094
GA,Cobb County,62596
GA,Cobb County,62866
GA,Coffee County,32646
GA,Coffee County,33615
GA,Colquitt County,32692
GA,Colquitt County,33095
GA,Columbia County,69582
GA,Columbia County,72531
GA,Cook County,32107
GA,Cook County,32327
GA,Coweta County,61153
GA,Coweta County,61469
GA,Crawford County,42409
GA,Crawford County,43392
GA,Crisp County,29175
GA,Crisp County,30481
GA,Dade County,40984
GA,Dade County,43446
GA,Dawson County,54503
GA,Dawson County,52804
GA,DeKalb County,49061
GA,DeKalb County,49894
GA,Decatur County,30331
GA,Decatur County,34102
GA,Dodge County,32926
GA,Dodge County,33893
GA,Dooly County,30371
GA,Dooly County,31620
GA,Dougherty County,31065
GA,Dougherty County,31575
GA,Douglas County,51540
GA,Douglas County,51941
GA,Early County,30953
GA,Early County,32357
GA,Echols County,32664
GA,Echols County,34809
GA,Effingham County,62568
GA,Effingham County,61062
GA,Elbert County,33081
GA,Elbert County,34487
GA,Emanuel County,28254
GA,Emanuel County,30348
GA,Evans County,31683
GA,Evans County,32838
GA,Fannin County,35474
GA,Fannin County,35673
GA,Fayette County,78717
GA,Fayette County,81368
GA,Floyd County,38523
GA,Floyd County,39381
GA,Forsyth County,87380
GA,Forsyth County,87565
GA,Franklin County,35150
GA,Franklin County,40114
GA,Fulton County,55816
GA,Fulton County,55474
GA,Gilmer County,39637
GA,Gilmer County,39323
GA,Glascock County,35637
GA,Glascock County,37955
GA,Glynn County,43782
GA,Glynn County,43533
GA,Gordon County,41141
GA,Gordon County,42291
GA,Grady County,32860
GA,Grady County,35212
GA,Greene County,43406
GA,Greene County,42842
GA,Gwinnett County,56665
GA,Gwinnett County,59081
GA,Habersham County,41343
GA,Habersham County,40530
GA,Hall County,49636
GA,Hall County,46986
GA,Hancock County,25416
GA,Hancock County,26281
GA,Haralson County,39407
GA,Haralson County,39548
GA,Harris County,63806
GA,Harris County,60977
GA,Hart County,36483
GA,Hart County,40225
GA,Heard County,39756
GA,Heard County,40123
GA,Henry County,57848
GA,Henry County,60087
GA,Houston County,54307
GA,Houston County,52297
GA,Irwin County,32965
GA,Irwin County,35854
GA,Jackson County,50403
GA,Jackson County,52385
GA,Jasper County,41842
GA,Jasper County,42343
GA,Jeff Davis County,32867
GA,Jeff Davis County,34481
GA,Jefferson County,29316
GA,Jefferson County,29152
GA,Jenkins County,29525
GA,Jenkins County,28445
GA,Johnson County,28995
GA,Johnson County,29565
GA,Jones County,51941
GA,Jones County,51650
GA,Lamar County,38892
GA,Lamar County,40915
GA,Lanier County,33481
GA,Lanier County,35101
GA,Laurens County,34910
GA,Laurens County,33974
GA,Lee County,63338
GA,Lee County,63272
GA,Liberty County,41922
GA,Liberty County,40175
GA,Lincoln County,36396
GA,Lincoln County,35683
GA,Long County,39176
GA,Long County,41147
GA,Lowndes County,36920
GA,Lowndes County,37138
GA,Lumpkin County,44289
GA,Lumpkin County,42919
GA,Macon County,28654
GA,Macon County,28844
GA,Madison County,40209
GA,Madison County,43611
GA,Marion County,33633
GA,Marion County,34680
GA,McDuffie County,36331
GA,McDuffie County,37328
GA,McIntosh County,37040
GA,McIntosh County,36346
GA,Meriwether County,35312
GA,Meriwether County,34962
GA,Miller County,32262
GA,Miller County,32535
GA,Mitchell County,30020
GA,Mitchell County,32280
GA,Monroe County,50594
GA,Monroe County,54793
GA,Montgomery County,33983
GA,Montgomery County,37128
GA,Morgan County,46445
GA,Morgan County,48337
GA,Murray County,35918
GA,Murray County,40343
GA,Muscogee County,43264
GA,Muscogee County,40414
GA,Newton County,48780
GA,Newton County,50862
GA,Oconee County,75532
GA,Oconee County,72478
GA,Oglethorpe County,42992
GA,Oglethorpe County,44026
GA,Paulding County,59621
GA,Paulding County,60008
GA,Peach County,39726
GA,Peach County,42602
GA,Pickens County,50131
GA,Pickens County,53332
GA,Pierce County,38777
GA,Pierce County,36214
GA,Pike County,51781
GA,Pike County,52393
GA,Polk County,37815
GA,Polk County,38730
GA,Pulaski County,35847
GA,Pulaski County,37012
GA,Putnam County,40644
GA,Putnam County,42934
GA,Quitman County,28675
GA,Quitman County,29111
GA,Rabun County,37684
GA,Rabun County,38114
GA,Randolph County,28497
GA,Randolph County,28105
GA,Richmond County,36490
GA,Richmond County,36069
GA,Rockdale County,50699
GA,Rockdale County,50646
GA,Schley County,39105
GA,Schley County,38944
GA,Screven County,33508
GA,Screven County,35087
GA,Seminole County,31785
GA,Seminole County,34814
GA,Spalding County,35761
GA,Spalding County,39068
GA,Stephens County,34384
GA,Stephens County,36318
GA,Stewart County,27009
GA,Stewart County,28304
GA,Sumter County,32590
GA,Sumter County,32474
GA,Talbot County,30909
GA,Talbot County,33168
GA,Taliaferro County,27124
GA,Taliaferro County,28917
GA,Tattnall County,37818
GA,Tattnall County,35983
GA,Taylor County,30266
GA,Taylor County,30538
GA,Telfair County,27655
GA,Telfair County,28334
GA,Terrell County,31095
GA,Terrell County,31826
GA,Thomas County,35909
GA,Thomas County,38914
GA,Tift County,33716
GA,Tift County,33902
GA,Toombs County,31820
GA,Toombs County,32311
GA,Towns County,37826
GA,Towns County,39854
GA,Treutlen County,32063
GA,Treutlen County,31917
GA,Troup County,38598
GA,Troup County,42044
GA,Turner County,26408
GA,Turner County,31817
GA,Twiggs County,36549
GA,Twiggs County,36107
GA,Union County,38334
GA,Union County,39677
GA,Upson County,34395
GA,Upson County,34709
GA,Walker County,36628
GA,Walker County,40512
GA,Walton County,52737
GA,Walton County,54294
GA,Ware County,33017
GA,Ware County,32211
GA,Warren County,30063
GA,Warren County,30967
GA,Washington County,33068
GA,Washington County,36807
GA,Wayne County,37957
GA,Wayne County,38081
GA,Webster County,32789
GA,Webster County,34374
GA,Wheeler County,27514
GA,Wheeler County,30779
GA,White County,41283
GA,White County,41337
GA,Whitfield County,39860
GA,Whitfield County,39946
GA,Wilcox County,31241
GA,Wilcox County,33308
GA,Wilkes County,31957
GA,Wilkes County,33662
GA,Wilkinson County,36219
GA,Wilkinson County,35745
GA,Worth County,35815
GA,Worth County,36616
HI,Hawaii County,49048
HI,Hawaii County,47377
HI,Honolulu County,70779
HI,Honolulu County,72649
HI,Kauai County,55614
HI,Kauai County,55844
HI,Maui County,59281
HI,Maui County,62277
IA,Adair County,46917
IA,Adair County,47905
IA,Adams County,42338
IA,Adams County,44004
IA,Allamakee County,45923
IA,Allamakee County,44673
IA,Appanoose County,38685
IA,Appanoose County,37683
IA,Audubon County,47823
IA,Audubon County,47227
IA,Benton County,59333
IA,Benton County,59179
IA,Black Hawk County,48625
IA,Black Hawk County,46281
IA,Boone County,51399
IA,Boone County,52578
IA,Bremer County,60034
IA,Bremer County,61665
IA,Buchanan County,54382
IA,Buchanan County,54383
IA,Buena Vista County,45582
IA,Buena Vista County,47514
IA,Butler County,51605
IA,Butler County,53920
IA,Calhoun County,47044
IA,Calhoun County,47351
IA,Carroll County,50372
IA,Carroll County,51328
IA,Cass County,44906
IA,Cass County,45191
IA,Cedar County,57084
IA,Cedar County,58530
IA,Cerro Gordo County,43822
IA,Cerro Gordo County,46063
IA,Cherokee County,48794
IA,Cherokee County,51655
IA,Chickasaw County,48963
IA,Chickasaw County,50342
IA,Clarke County,44043
IA,Clarke County,42776
IA,Clay County,48190
IA,Clay County,51399
IA,Clayton County,44236
IA,Clayton County,48626
IA,Clinton County,46217
IA,Clinton County,49702
IA,Crawford County,48775
IA,Crawford County,48555
IA,Dallas County,73052
IA,Dallas County,79309
IA,Davis County,42459
IA,Davis County,44477
IA,Decatur County,37561
IA,Decatur County,37534
IA,Delaware County,54718
